,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,130,325,82,134,189,380,165,56,658,70,1097,428
layer_1,45,988,28,36,92,91,51,25,75,17,94,39
layer_2,1069,115,18,23,14,22,38,23,44,1066,21,367
layer_3,13,96,22,307,56,91,50,45,68,1255,952,78
layer_4,604,150,34,19,305,1006,116,390,37,117,119,1115
layer_5,967,169,39,116,159,64,132,1273,319,1215,100,260
layer_6,221,69,68,142,414,1325,1067,106,79,87,137,95
layer_7,21,930,931,243,110,277,1135,121,48,120,1127,114
layer_8,234,34,954,86,41,1156,79,312,54,190,158,63
layer_9,492,202,30,84,102,297,144,848,97,89,210,17
layer_10,16,347,104,23,38,182,121,30,79,221,373,174
layer_11,50,36,117,32,60,425,23,87,338,78,73,148
