,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,69,64,44,38,46,36,40,29,34,15,8,31,24,18,18,21
layer_1,63,71,26,9,24,20,11,15,8,13,9,4,6,13,10,9
layer_2,65,52,16,16,17,9,3,21,11,4,4,7,10,4,5,5
layer_3,61,42,36,17,24,4,4,24,12,4,11,3,5,7,5,4
layer_4,73,58,47,9,12,35,18,7,6,5,11,4,6,4,5,6
layer_5,52,59,37,18,7,36,3,3,11,7,4,3,3,3,3,4
layer_6,27,50,7,54,29,5,23,14,3,4,3,3,3,3,3,3
layer_7,73,39,33,12,17,50,28,16,15,9,9,4,4,3,3,3
layer_8,73,54,51,43,15,23,3,6,4,3,3,3,3,3,3,3
layer_9,68,20,20,22,17,4,17,4,3,3,3,3,4,3,3,3
layer_10,51,33,6,34,18,7,31,4,3,3,3,4,3,3,3,3
layer_11,46,23,13,5,4,11,3,6,4,4,3,3,3,3,3,3
layer_12,42,47,33,21,13,4,8,7,3,3,3,3,3,3,3,3
layer_13,46,35,18,9,4,3,4,3,5,3,5,3,3,3,3,3
layer_14,45,32,4,7,8,7,3,4,5,3,3,3,5,3,3,3
layer_15,45,60,28,6,3,3,7,3,3,3,5,3,3,3,3,3
layer_16,66,41,3,11,3,3,3,3,3,3,3,3,3,3,3,3
layer_17,61,46,15,36,7,3,10,13,3,3,3,3,3,3,3,3
layer_18,67,27,15,4,10,3,3,3,4,3,3,3,3,3,6,3
layer_19,55,41,9,13,7,8,23,4,3,3,3,3,4,3,3,3
layer_20,69,48,7,3,7,7,6,7,3,3,3,3,5,3,3,3
layer_21,60,56,30,35,3,9,17,3,3,3,3,3,3,3,23,10
layer_22,74,48,41,11,52,15,22,29,3,4,3,3,12,3,3,5
layer_23,64,55,15,42,18,38,9,42,10,35,6,6,3,5,9,5
