,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,45,3,19,1,2,0,0,57,18,17,33,2
layer_1,14,23,0,5,0,6,5,18,0,92,0,0
layer_2,0,0,8,8,0,0,1,0,0,102,0,0
layer_3,0,10,11,0,0,81,1,0,0,11,0,3
layer_4,0,123,0,12,7,1,0,0,49,0,0,0
layer_5,101,0,0,6,13,27,0,161,8,76,0,0
layer_6,15,106,16,107,0,0,2,5,42,0,59,16
layer_7,0,35,52,125,0,2,2,11,29,0,90,97
layer_8,9,3,3,175,0,0,148,45,160,4,0,17
layer_9,3,6,8,155,2,1,92,4,68,4,0,4
layer_10,107,0,0,1,25,165,30,9,0,77,2,0
layer_11,101,72,0,118,101,34,0,0,9,25,99,137
