,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,119,139,6,57,44,208,136,107,213,178,19,100
layer_1,31,1,6,16,1,8,0,26,27,0,73,238
layer_2,1,13,46,1,18,0,198,34,22,1,49,56
layer_3,69,56,18,35,30,1,29,2,87,1,23,15
layer_4,44,5,0,100,49,47,27,12,3,16,4,1
layer_5,3,1,1,4,5,29,1,2,3,2,38,0
layer_6,53,1,2,1,38,8,1,9,1,1,3,1
layer_7,2,0,0,0,4,23,0,0,7,4,37,1
layer_8,0,0,2,1,6,1,4,17,38,35,10,2
layer_9,28,3,4,0,3,33,21,23,48,0,3,0
layer_10,21,27,4,1,7,10,7,3,27,39,65,3
layer_11,1,2,15,1,5,39,0,2,319,120,8,4
