,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,8,24,45,12,25,11,1,17,7,7,14,92,0,14,66,18,17,14,33,48,12,38,40,17
layer_1,95,0,6,4,0,2,5,2,1,2,12,34,2,0,36,3,1,5,15,4,3,23,4,0
layer_2,1,0,0,4,0,0,0,0,35,0,0,0,0,14,0,0,0,0,2,9,0,0,0,0
layer_3,0,0,0,2,1,5,0,2,11,11,0,2,21,22,0,5,1,0,0,9,0,0,0,0
layer_4,94,0,0,5,0,15,10,0,0,0,0,1,1,8,0,0,4,0,0,0,0,0,2,13
layer_5,21,28,12,1,1,7,1,0,18,0,5,1,15,0,7,3,18,0,0,6,0,5,7,1
layer_6,2,0,2,12,6,0,13,2,11,0,9,0,0,15,0,18,0,0,21,0,0,0,10,0
layer_7,1,9,3,1,2,18,9,9,2,14,6,15,0,0,1,14,9,4,1,0,0,1,0,0
layer_8,1,16,0,7,14,0,4,8,0,0,6,7,1,15,9,39,0,0,16,5,0,0,1,5
layer_9,0,0,0,6,6,0,3,0,0,0,28,79,0,0,0,0,0,22,0,13,0,0,1,0
layer_10,27,8,0,11,0,0,0,0,0,0,19,22,9,7,15,17,0,1,0,0,9,10,3,1
layer_11,11,10,10,18,6,10,12,18,14,10,19,7,14,15,19,3,9,14,7,15,15,7,10,12
layer_12,50,7,55,39,9,22,46,2,21,61,9,12,52,56,50,55,52,48,93,46,51,21,46,47
layer_13,29,37,22,26,29,19,21,13,116,22,18,17,20,22,35,52,21,51,37,46,8,31,15,21
layer_14,0,1,6,18,4,2,0,0,1,0,1,1,1,12,0,14,0,0,13,23,1,2,1,0
layer_15,17,15,4,2,0,4,9,11,11,7,2,4,2,8,11,3,2,1,1,6,16,4,0,4
layer_16,1,6,0,7,6,4,5,3,10,3,2,2,4,3,5,1,6,6,5,2,13,5,1,12
layer_17,1,15,5,9,3,9,7,10,10,5,4,8,3,9,4,14,3,2,20,10,3,3,4,35
layer_18,11,15,1,4,3,5,15,3,83,3,7,3,9,0,16,4,15,6,3,1,8,24,4,3
layer_19,1,10,3,10,0,8,6,3,11,16,6,21,11,6,15,4,0,3,15,15,2,9,2,10
layer_20,0,4,9,12,6,4,4,3,4,2,12,2,2,0,3,9,9,2,6,17,3,0,3,3
layer_21,2,4,5,4,0,0,12,3,3,3,10,4,13,0,4,5,3,1,12,5,8,0,4,1
layer_22,12,12,16,3,10,25,29,14,14,6,22,23,0,9,31,28,9,22,12,9,13,6,12,10
layer_23,9,9,2,11,13,6,10,9,7,7,7,7,2,14,10,5,3,1,7,19,7,14,9,3
