,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.05665731,0.1407806,0.18534759,0.17225529,0.085356094,0.24544306,0.11369869,0.03416017,0.23130284,0.19463077,0.14689024,0.22125526,0.25491887,0.050844323,0.23146576,0.059674066
layer_1,0.0846456,0.15598668,0.14130196,0.3132685,0.107315406,0.2333489,0.05176379,0.17256844,0.27539977,0.22587319,0.22481808,0.11158385,0.124348044,0.16864555,0.14358182,0.21556354
layer_2,0.32860902,0.11494549,0.1623204,0.1798852,0.24804722,0.066850476,0.2919181,0.15605743,0.046844304,0.29628354,0.28007647,0.05459876,0.21919957,0.1131164,0.15681219,0.3191533
layer_3,0.21107316,0.32646665,0.21884784,0.22281267,0.22474022,0.70007175,0.21643281,0.21101236,0.20896366,0.21327683,0.21133344,0.22664721,0.21466738,0.24952896,0.2115683,0.21531223
layer_4,0.21056283,0.21092506,0.20908971,0.22613169,0.21071006,0.39680356,0.21121107,0.54123074,0.21662666,0.21072376,0.2104797,0.24044108,0.21031031,0.21148291,0.25293037,0.18553841
layer_5,0.6223604,0.22121617,0.38976124,0.21109599,0.21469425,0.47655636,0.29990104,0.21066125,0.21556033,0.22149383,0.21077918,0.21629497,0.21524756,0.22074383,0.21076107,0.34271893
layer_6,0.25053385,0.52958757,0.21320476,0.21387565,0.25246117,0.29886436,0.21279809,0.2111588,0.21566983,0.21068841,0.21239048,0.21162622,0.19632077,0.20996283,0.21072644,0.21134801
layer_7,0.2395026,0.42702597,0.21603099,0.21390568,0.21487802,0.21209255,0.21073942,0.21381043,0.21228376,0.21152256,0.21130073,0.46913204,0.21134901,0.21499252,0.22186339,0.21122062
layer_8,0.211058,0.21018301,0.14002876,0.22128491,0.22669034,0.22315541,0.27697292,0.21629867,0.21229808,0.21587309,0.21425888,0.23615275,0.3053783,0.21086864,0.22172338,0.21089484
layer_9,0.22241442,0.21896054,0.22785236,0.21329302,0.17407309,0.39827666,0.2103934,0.21981947,0.2109482,0.3649187,0.22180589,0.21236013,0.21091346,0.32094622,0.21013422,0.20902239
layer_10,0.21124248,0.21733022,0.21325213,0.25476563,0.296671,0.2154478,0.21269985,0.21096697,0.21107431,0.22128277,0.21350384,0.3367345,0.2148046,0.21055758,0.21518216,0.21233751
layer_11,0.21147944,0.23668168,0.22539157,0.21723439,0.30039033,0.28519717,0.17960365,0.21037132,0.21996352,0.21181735,0.15523025,0.8332944,0.24419066,0.22004083,0.2958469,0.21858025
layer_12,0.21296164,0.21070652,0.21269214,0.21144852,0.2121383,0.21061774,0.21230064,0.21394946,0.21103588,0.21070807,0.21282542,0.21370718,0.58970183,0.2187543,0.22252426,0.21067235
layer_13,0.2481752,0.2128389,0.2108756,0.21065058,0.21666871,0.08708543,0.21244906,0.21665229,0.19701363,0.21117128,0.220142,0.21146318,0.29073933,0.21523482,0.24314402,0.21659389
layer_14,0.22358735,0.1721896,0.21099934,0.21073449,0.21371345,0.21530437,0.2113078,0.21214432,0.21437854,0.60524786,0.21057302,0.2115425,0.2605725,0.21366636,0.21541174,0.21181
layer_15,0.20774506,0.2514677,0.21270311,0.16127592,0.21384847,0.21051234,0.21966588,0.21164839,0.21753426,0.2131336,0.21199782,0.22282869,0.21184485,0.6709468,0.21920937,0.21190257
layer_16,0.2118447,0.21239166,0.2170194,0.22962193,0.21058224,0.21249878,0.21121916,0.21118674,0.20910625,0.21207158,0.21172862,0.21280667,0.21188067,0.20780717,0.2117138,0.21354674
layer_17,0.18769097,0.21072178,0.24347323,0.21077551,0.21074447,0.21103823,0.20648804,0.21052757,0.21400157,0.21239881,0.21111478,0.23882614,0.2148618,0.23450121,0.21541426,0.21026301
layer_18,0.19948287,0.21340527,0.21163712,0.21231262,0.21225792,0.21141964,0.2161922,0.20972534,0.202061,0.40552458,0.21137401,0.4887043,0.21341665,0.21097998,0.20987006,0.21200009
layer_19,0.21588145,0.21019515,0.23527549,0.21178916,0.31531566,0.21076775,0.21007644,0.21054186,0.21159963,0.2117145,0.21126194,0.22127782,0.21319924,0.21078965,0.2160334,0.21124107
layer_20,0.21236895,0.2116892,0.21068938,0.3788264,0.21221653,0.2329075,0.20851482,0.2104577,0.21090321,0.21110766,0.20907262,0.25369722,0.20172209,0.21181458,1.0,0.21512595
layer_21,0.21164304,0.21177399,0.2112267,0.21165507,0.21083403,0.22780333,0.21108486,0.21355619,0.21133824,0.21220466,0.20980614,0.2105408,0.37383857,0.21108374,0.21292643,0.21008788
layer_22,0.21184745,0.21320839,0.20474187,0.211263,0.21088816,0.21070628,0.21473339,0.21084623,0.21068215,0.21068293,0.21180762,0.21086198,0.2119594,0.20970224,0.21309963,0.21243593
layer_23,0.21283773,0.23056248,0.21060261,0.21272661,0.2118506,0.2218952,0.21051475,0.21084405,0.24986063,0.2107183,0.21746406,0.21248105,0.20946985,0.21069612,0.21110176,0.21111605
layer_24,0.21071492,0.21226043,0.22813664,0.21718164,0.2110711,0.21266763,0.21243282,0.26800492,0.23126352,0.21163405,0.22292137,0.21060446,0.24878293,0.25753474,0.22699378,0.20985773
layer_25,0.21163982,0.22095676,0.21115965,0.21095267,0.24683623,0.21171735,0.26916903,0.2097686,0.21991321,0.21103239,0.21075438,0.21098518,0.21107587,0.22360907,0.2110256,0.21075894
layer_26,0.21214572,0.20796181,0.21243243,0.21419041,0.21064816,0.21485648,0.21035138,0.21111535,0.21030758,0.2246694,0.27118513,0.21056813,0.21729645,0.21216072,0.21275365,0.24885626
layer_27,0.20896499,0.20508105,0.18400852,0.30888724,0.21182184,0.2346564,0.21072342,0.2135379,0.21117687,0.2093807,0.21068327,0.21171999,0.20912077,0.21101664,0.21156919,0.2096336
