,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,89,174,2,11,164,180,68,49,326,9,496,127
layer_1,63,368,25,40,2,33,0,23,15,1,21,3
layer_2,515,26,0,7,8,6,3,23,34,514,17,262
layer_3,1,46,1,389,38,4,12,7,68,499,215,14
layer_4,77,64,0,0,157,390,80,1,9,3,4,120
layer_5,155,0,8,1,0,2,0,220,108,524,7,131
layer_6,0,4,1,2,7,367,207,15,1,20,2,5
layer_7,5,430,509,22,5,183,165,1,423,12,268,0
layer_8,3,0,50,1,0,39,0,41,35,332,48,39
layer_9,15,7,23,27,14,77,0,89,25,0,75,0
layer_10,32,2,35,3,3,2,10,7,24,1,19,137
layer_11,2,5,25,3,8,10,3,4,3,35,3,4
