,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,43,0,57,0,0,0,2,36,52,9,66,1
layer_1,47,29,0,4,10,0,0,15,0,80,0,0
layer_2,0,0,0,0,0,0,3,0,0,12,0,3
layer_3,0,0,5,0,0,0,0,0,0,10,0,3
layer_4,9,65,0,0,0,1,0,0,67,2,0,5
layer_5,55,0,0,24,0,0,1,89,0,0,0,0
layer_6,1,15,29,46,0,0,4,52,78,0,4,2
layer_7,0,10,1,24,1,0,3,0,0,0,6,1
layer_8,9,0,4,6,0,0,145,76,5,0,0,18
layer_9,6,11,103,7,0,3,4,2,61,55,0,6
layer_10,9,0,0,0,14,71,2,2,2,118,23,0
layer_11,59,30,1,5,17,89,2,0,2,98,55,80
