,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,37.0,1.0,85.0,0.0,33.0,22.0,11.0,84.0,17.0,7.0,29.0,0.0
layer_1,1.0,42.0,104.0,0.0,21.0,17.0,44.0,0.0,4.0,112.0,25.0,5.0
layer_2,0.0,0.0,106.0,0.0,1.0,14.0,0.0,4.0,0.0,33.0,0.0,0.0
layer_3,95.0,0.0,5.0,6.0,21.0,1.0,3.0,2.0,14.0,5.0,1.0,1.0
layer_4,88.0,69.0,12.0,93.0,36.0,59.0,38.0,11.0,76.0,21.0,80.0,6.0
layer_5,5.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0,7.0,45.0,52.0
layer_6,13.0,81.0,93.0,107.0,1.0,20.0,14.0,0.0,41.0,42.0,3.0,7.0
layer_7,58.0,0.0,0.0,77.0,98.0,58.0,1.0,2.0,0.0,1.0,0.0,5.0
layer_8,17.0,51.0,32.0,0.0,144.0,115.0,1.0,11.0,85.0,3.0,86.0,335.0
layer_9,0.0,91.0,9.0,0.0,2.0,145.0,3.0,33.0,133.0,1.0,38.0,20.0
layer_10,56.0,24.0,112.0,41.0,167.0,9.0,0.0,5.0,25.0,62.0,5.0,182.0
layer_11,70.0,8.0,39.0,8.0,82.0,14.0,67.0,31.0,82.0,26.0,106.0,98.0
