,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13.0,0.0,197.0,0.0,15.0,10.0,3.0,316.0,50.0,23.0,81.0,0.0
layer_1,18.0,152.0,332.0,0.0,215.0,98.0,22.0,0.0,51.0,41.0,162.0,36.0
layer_2,1.0,0.0,336.0,1.0,19.0,21.0,0.0,2.0,10.0,81.0,2.0,0.0
layer_3,336.0,0.0,3.0,17.0,0.0,1.0,10.0,0.0,0.0,66.0,10.0,49.0
layer_4,229.0,477.0,22.0,426.0,16.0,17.0,33.0,216.0,407.0,187.0,80.0,113.0
layer_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,21.0
layer_6,0.0,19.0,5.0,37.0,0.0,0.0,0.0,0.0,34.0,321.0,12.0,2.0
layer_7,2.0,11.0,0.0,14.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,28.0,0.0,0.0,50.0,7.0,0.0,1.0,70.0,0.0,8.0,2.0
layer_9,0.0,53.0,0.0,1.0,0.0,266.0,10.0,1.0,84.0,0.0,0.0,4.0
layer_10,1.0,1.0,390.0,84.0,14.0,36.0,20.0,0.0,189.0,130.0,36.0,62.0
layer_11,194.0,147.0,250.0,152.0,327.0,41.0,31.0,0.0,459.0,3.0,226.0,475.0
