,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10.0,28.0,0.0,5.0,144.0,29.0,24.0,94.0,2.0,46.0,0.0,5.0
layer_1,7.0,0.0,0.0,4.0,0.0,26.0,16.0,1.0,0.0,0.0,13.0,0.0
layer_2,4.0,1.0,7.0,128.0,1.0,2.0,10.0,2.0,0.0,0.0,14.0,0.0
layer_3,9.0,0.0,1.0,70.0,0.0,0.0,0.0,1.0,0.0,16.0,14.0,0.0
layer_4,0.0,3.0,1.0,0.0,5.0,11.0,0.0,10.0,0.0,24.0,5.0,37.0
layer_5,0.0,0.0,1.0,51.0,2.0,82.0,1.0,0.0,0.0,4.0,0.0,6.0
layer_6,31.0,0.0,10.0,0.0,12.0,0.0,9.0,1.0,0.0,0.0,47.0,1.0
layer_7,6.0,12.0,14.0,33.0,21.0,9.0,3.0,14.0,71.0,9.0,1.0,0.0
layer_8,4.0,18.0,2.0,25.0,4.0,3.0,1.0,5.0,28.0,4.0,8.0,34.0
layer_9,43.0,4.0,3.0,6.0,18.0,23.0,8.0,8.0,12.0,27.0,7.0,32.0
layer_10,6.0,0.0,23.0,17.0,9.0,4.0,0.0,12.0,1.0,2.0,1.0,1.0
layer_11,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,8.0,0.0,1.0
