,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,112.82215,48.966137,82.44403,75.77731,62.71519,18.56761,23.329676,97.417694,124.57318,63.30586,151.90999,57.135036
layer_1,124.41358,114.65475,38.878807,34.21499,55.320324,20.774002,38.033184,79.50008,18.163916,179.6418,17.768084,27.53651
layer_2,32.251167,44.53702,15.626165,51.588203,23.36705,46.122406,124.78526,23.490906,36.755928,127.2192,11.636507,40.3238
layer_3,42.39531,12.566417,142.08081,28.767412,73.40959,34.924927,62.25236,11.286824,31.844948,43.37571,48.819626,93.31907
layer_4,61.94151,149.29936,24.07778,86.85675,15.545054,27.661366,24.021273,26.519,42.093086,62.81254,23.74235,32.67051
layer_5,109.28906,28.994272,39.894142,40.7651,56.311398,75.58929,61.7488,218.82115,44.580566,66.01824,55.59594,34.901245
layer_6,61.27061,35.27798,97.61843,213.7488,23.645193,38.386173,48.79703,38.117813,88.215065,12.690455,108.9707,102.1323
layer_7,10.973775,105.37704,168.36105,248.2573,23.940006,31.75548,44.903694,27.10567,60.347195,25.62881,55.18673,123.901566
layer_8,54.09557,32.277905,64.09364,113.287285,29.993986,43.60745,162.65558,94.96256,163.68257,77.77428,43.75852,47.364155
layer_9,37.188618,107.193886,99.53693,234.1301,39.538048,101.98778,117.76079,57.243984,113.82457,95.45841,25.080956,76.378975
layer_10,127.880325,40.894806,37.464523,41.305473,89.41587,208.07652,65.93895,54.723534,40.49732,125.52941,48.748913,28.520473
layer_11,187.36522,151.426,20.200314,145.21753,184.00449,130.03903,51.43677,75.191055,72.19509,122.532646,132.20619,180.4678
