,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,198,15,239,27,53,8,43,310,150,12,181,1
layer_1,14,122,414,0,123,39,45,0,21,177,73,16
layer_2,2,0,437,5,9,33,0,23,7,107,2,0
layer_3,448,0,31,71,2,0,29,0,3,105,1,26
layer_4,254,406,13,349,116,121,152,117,289,161,176,56
layer_5,0,0,0,4,1,0,0,0,1,0,229,114
layer_6,0,193,36,158,7,1,0,0,68,333,111,20
layer_7,27,124,1,268,28,15,44,0,0,1,0,1
layer_8,0,32,0,0,442,66,1,8,426,1,192,131
layer_9,1,66,0,2,16,201,64,17,322,0,0,185
layer_10,88,5,416,118,22,101,8,6,185,346,100,407
layer_11,180,236,364,44,440,18,50,1,447,0,259,485
