,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,19,2,27,0,10,22,6,4,2,0,19,1
layer_1,4,22,11,0,1,9,1,0,2,13,14,0
layer_2,0,0,11,0,3,1,0,0,0,1,0,0
layer_3,20,0,1,4,0,3,1,0,21,1,0,2
layer_4,10,24,33,11,14,52,1,18,26,1,29,23
layer_5,2,0,0,0,2,3,0,0,3,4,22,50
layer_6,9,26,54,31,10,10,3,0,9,6,1,0
layer_7,32,10,0,14,52,7,2,0,0,1,0,3
layer_8,5,25,7,0,50,95,0,15,43,2,21,92
layer_9,0,32,1,0,18,66,10,49,36,0,8,53
layer_10,15,15,34,14,26,0,8,3,4,23,2,58
layer_11,19,3,9,9,12,31,61,36,23,31,56,8
