,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,20.0,2.0,73.0,0.0,17.0,54.0,7.0,0.0,0.0,1.0,3.0,0.0
layer_1,2.0,55.0,2.0,0.0,0.0,7.0,8.0,0.0,1.0,55.0,14.0,0.0
layer_2,0.0,0.0,0.0,2.0,0.0,13.0,2.0,0.0,0.0,5.0,0.0,0.0
layer_3,0.0,1.0,1.0,0.0,18.0,6.0,20.0,0.0,53.0,0.0,0.0,0.0
layer_4,14.0,18.0,22.0,1.0,60.0,251.0,36.0,17.0,8.0,6.0,47.0,10.0
layer_5,15.0,0.0,2.0,0.0,0.0,39.0,0.0,0.0,7.0,18.0,0.0,108.0
layer_6,19.0,0.0,203.0,3.0,5.0,148.0,26.0,0.0,2.0,0.0,0.0,1.0
layer_7,52.0,0.0,0.0,89.0,18.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0
layer_8,98.0,4.0,75.0,0.0,51.0,324.0,0.0,7.0,21.0,1.0,9.0,81.0
layer_9,0.0,7.0,12.0,0.0,1.0,130.0,0.0,96.0,71.0,9.0,241.0,13.0
layer_10,1.0,0.0,46.0,2.0,136.0,0.0,43.0,0.0,1.0,1.0,0.0,99.0
layer_11,80.0,16.0,11.0,15.0,1.0,63.0,304.0,153.0,125.0,73.0,181.0,2.0
