,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,82,98,103,230,101,80,130,96,126,95,97,169
layer_1,9,18,150,86,212,5,0,71,2,24,40,3
layer_2,73,10,0,212,75,12,1,35,2,3,22,10
layer_3,73,7,0,0,100,1,105,23,104,230,10,77
layer_4,7,41,72,64,89,6,11,4,180,5,156,2
layer_5,62,15,157,176,7,7,6,164,72,212,40,112
layer_6,56,66,190,176,54,152,73,14,8,55,213,216
layer_7,62,166,155,49,13,206,11,171,37,86,113,55
layer_8,27,133,140,57,20,30,20,89,17,66,25,85
layer_9,3,20,29,12,5,2,39,26,24,8,19,1
layer_10,1,9,37,10,5,16,52,2,2,81,19,20
layer_11,7,3,17,4,151,0,8,2,191,1,0,26
