,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,0.27620915,0.16851924,0.3709577,0.08161163,0.22337979,0.22699998,0.27220762,0.09896787,0.23676796,0.49133736,0.22064653,0.30887327,0.20898683,0.3036351,0.2651114,0.28952855,0.28632453,0.28673744,0.12099809,0.17749688,0.2432412,0.20957233,0.23999469,0.058861554,0.3257651,0.36327463,0.20018621,0.12985991,0.057902254,0.26927224,0.24823263,0.1420303,0.30958372,0.19229476,0.28858176,0.24177125,0.21787316,0.36222327,0.19077785,0.22095484,0.1532206,0.1499532,0.12191851,0.266865,0.21712357,0.20950863,0.19920558,0.36074123,0.5099739,0.21724558,0.39874753,0.2809646,0.24300726,0.35527098,0.19608857,0.19293448,0.27943948,0.22065704,0.3116183,0.35916716,0.23969883,0.11852383,0.25852177,0.23017533,0.25855133,0.26239556,0.2650585,0.26432025,0.31325814,0.09533295,0.24112809
layer_1,0.13984789,0.21756949,0.19739011,0.2518788,0.21149285,0.25221953,0.21926105,0.2804725,0.40029886,0.15469854,0.17999221,0.21260251,0.17227837,0.15262283,0.24187666,0.17538044,0.19851032,0.1927195,0.27987406,0.23767905,0.22716649,0.22916153,0.19342253,0.24401672,0.1735569,0.2229203,0.24291879,0.18046893,0.2953501,0.10574122,0.19482069,0.25669402,0.2159382,0.18640201,0.08150001,0.21058673,0.17201623,0.22536585,0.23424403,0.3229243,0.24698043,0.18094048,0.21063307,0.17452958,0.22291115,0.2252628,0.25934687,0.17632717,0.3205182,0.17798881,0.2861244,0.23575382,0.2666594,0.2370717,0.20009321,0.26024887,0.121385016,0.19067596,0.18407509,0.25281844,0.1540685,0.19600469,0.21005306,0.16521963,0.2144048,0.18760605,0.2543883,0.2615823,0.4963648,0.22102559,0.21703997
layer_2,0.18040529,0.33756346,0.33446646,0.2705272,0.28647423,0.2651542,0.20311879,0.32121792,0.29388565,0.24332468,0.39087516,0.24530098,0.27140382,0.32142672,0.35820067,0.3220309,0.40216726,0.22820769,0.2287073,0.18695006,0.5243532,0.34982634,0.20555222,0.373041,0.3129235,0.29058725,0.24426769,0.29306728,0.04334061,0.1408494,0.28448305,0.24720417,0.41047522,0.2439434,0.29491106,0.26344058,0.4027174,0.2814757,0.15916781,0.28891024,0.08636309,0.27119726,0.24577059,0.23064595,0.2946709,0.33262256,0.30574664,0.2433827,0.24913853,0.187493,0.349433,0.3688651,0.4191188,0.26746854,0.46265775,0.2231045,0.36604252,0.39913204,0.22765565,0.23100321,0.24147972,0.4313793,0.29277563,0.2703397,0.24792655,0.29489028,0.24937901,0.22331037,0.34195036,0.29846683,0.26021948
layer_3,0.22535977,0.2331759,0.2273582,0.28742182,0.4021262,0.42037296,0.2221997,0.23505017,0.22548191,0.40320507,0.24996369,0.051315438,0.30022892,0.27654415,0.36579767,0.3099459,0.2521792,0.22339949,0.23756626,0.29401836,0.27121776,0.28515452,0.25310186,0.38573098,0.22965018,0.4050311,0.43608356,0.33901966,0.2748189,0.28146365,0.29300264,0.32075503,0.23724718,0.2790986,0.23797403,0.30761132,0.28587547,0.24357682,0.08719901,0.41279048,0.278223,0.25913048,0.2445148,0.16462745,0.25183308,0.22534576,0.21187797,0.22860463,0.3941427,0.24617115,0.25212592,0.3158143,0.2529872,0.41790968,0.2928605,0.2877227,0.37983352,0.36902517,0.26722348,0.25749746,0.36550692,0.31776503,0.25265104,0.25249842,0.22396207,0.28872347,0.32869902,0.30555457,0.32288206,0.3427159,0.2420315
layer_4,0.27655733,0.33303607,0.28495288,0.3816046,0.30702654,0.27655733,0.17718449,0.44238716,0.28472912,0.27655733,0.27655733,0.30024928,0.27655733,0.28154188,0.27655733,0.2782697,0.28679517,0.2760805,0.27655733,0.27655733,0.27655733,0.27655733,0.27466637,0.2783438,0.2749986,0.27543265,0.27399477,0.46583435,0.27830753,0.27757666,0.5272412,0.27655733,0.27643478,0.27655733,0.29861385,0.2721153,0.27896777,0.27552697,0.2783655,0.27640355,0.28063476,0.2775905,0.2764419,0.32631642,0.2833639,0.34553733,0.27653226,0.28262678,0.2774776,0.27404454,0.2776961,0.2772326,0.27752215,0.27827084,0.31490287,0.2749986,0.27667224,0.2753754,0.27655733,0.27907917,0.2796714,0.26832497,0.27655733,0.27653942,0.30361637,0.27655733,0.27537298,0.27142963,0.2856055,0.2766314,0.30188298
layer_5,0.27655733,0.27655733,0.27704623,0.27655733,0.28127125,0.27655733,0.28153378,0.27655733,0.2793482,0.2765303,0.27655122,0.27655733,0.2771132,0.27652916,0.27655733,0.27860084,0.27655733,0.28089473,0.27622676,0.2804797,0.46155503,0.27667773,0.27761635,0.27754357,0.27655733,0.28694242,0.27633348,0.28019235,0.27655733,0.2801553,0.29418185,0.27960205,0.28088304,0.27655733,0.3254926,0.30046338,0.2768192,0.30998224,0.2992912,0.27655733,0.27655733,0.27762264,0.27567258,0.27655733,0.27655733,0.27651602,0.27655733,0.27672502,0.2774429,0.27655733,0.27955374,0.5402473,0.27712062,0.28483266,0.27851745,0.28012696,0.27910298,0.3622612,0.27589524,0.27653733,0.28523424,0.27655667,0.28116584,0.27655733,0.27655733,0.27603352,0.27655733,0.2780605,0.28708047,0.27655733,0.27655733
layer_6,0.27200714,0.27818167,0.26940584,0.27982116,0.27655733,0.28836015,0.33964205,0.32090017,0.29287246,0.2776486,0.3047552,0.28637257,0.27655733,0.27745888,0.27652758,0.2765377,0.27966726,0.27720973,0.27836627,0.29731724,0.27780014,0.27646717,0.2821816,0.28491798,0.27841175,0.29469916,0.3103371,0.2766056,0.27747983,0.27654403,0.25952566,0.27511287,0.2729518,0.28624657,0.27672035,0.4525258,0.30032235,0.28404614,0.28193083,0.28170794,0.2850057,0.27662832,0.28151476,0.28714645,0.27655733,0.5542598,0.27655733,0.2828929,0.44955614,0.25828728,0.42850453,0.27655733,0.28639892,0.28587207,0.36644956,0.33120173,0.021846808,0.28321874,0.2869434,0.40047967,0.27657935,0.31838202,0.2765551,0.2782851,0.28050727,0.27655733,0.27655733,0.27660853,0.28127548,0.27667302,0.31529075
layer_7,0.27822587,0.30306128,0.45028317,0.28276697,0.27799833,0.27655733,0.27666077,0.27725387,0.276509,0.29975227,0.28839487,0.2930883,0.27655733,0.3435766,0.5162264,0.28192294,0.27503127,0.28199226,0.28754365,0.27286685,0.2906485,0.3513793,0.27645832,0.2744603,0.27655733,0.2763858,0.27659193,0.2763538,0.27787557,0.28971496,0.27655733,0.27655733,0.27722278,0.30523956,0.27803716,0.27740338,0.3153402,0.27838024,0.31532276,0.2701704,0.27586684,0.2885036,0.27639094,0.19607347,0.28326488,0.35944876,0.3007767,0.32698867,0.2773778,0.27642208,0.26738188,0.3594033,0.30533648,0.252575,0.2766035,0.30237222,0.2758014,0.30030593,0.27655733,0.27423143,0.34864306,0.27655733,0.27661136,0.44813913,0.6341921,0.2889108,0.28313887,0.27655733,0.276263,0.27706748,0.27641347
layer_8,0.32591045,0.35550895,0.32549763,0.27606496,0.35787776,0.27427644,0.30825675,0.3348734,0.2801778,0.275365,0.30459982,0.26744226,0.2876754,0.2763715,0.38215616,0.27655733,0.27639905,0.6187722,0.28954762,0.2782009,0.2845639,0.28496075,0.27736336,0.2886926,0.2965299,0.27641127,0.273008,0.30904302,0.4909028,0.019306006,0.30764866,0.41572338,0.30646807,0.2853959,0.3256766,0.31490487,0.4192887,0.42749888,0.27742317,0.47111255,0.31840515,0.27653039,0.29856822,0.28128144,0.28196993,0.27528733,0.2804739,0.29120362,0.4217193,0.33479732,0.28450978,0.3000569,0.26038495,0.3070173,0.27655733,0.34989798,0.2749135,0.27655634,0.35178256,0.31647548,0.28969735,0.2904927,0.3630643,0.2841183,0.27967864,0.2739117,0.35532042,0.27802575,0.28526092,0.29396978,0.2757568
layer_9,0.33274627,0.27615884,0.279592,0.2823858,0.27655733,0.29031545,0.30382034,0.27655733,0.27643102,0.30442274,0.2765657,0.2802564,0.27649516,0.27655733,0.27655733,0.27514,0.26966906,0.27655733,0.2774194,0.31906462,0.27655733,0.2768522,0.27644867,0.46731108,0.28536394,0.27649975,0.3072551,0.27106175,0.28260118,0.27655733,0.31148723,0.27655575,0.27655733,0.2775153,0.27652457,0.27661458,0.27684486,0.2765058,0.28780946,0.27647415,0.34667817,0.27792627,0.2765292,0.27655733,0.2717108,0.27447572,0.27658942,0.29348838,0.27655733,0.27652004,0.29784974,0.27296954,0.27948534,0.2765492,0.34844747,0.34020308,0.27655733,0.2765646,0.28328186,0.27746952,0.27637917,0.27369466,0.27231523,0.27655733,0.26344782,0.27646384,0.27522284,0.2774442,0.27615815,0.27655733,0.0026033658
