,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,311.0,135.0,346.0,555.0,202.0,180.0,1079.0,235.0,34.0,143.0,329.0,67.0
layer_1,1.0,2.0,1106.0,13.0,161.0,83.0,1.0,111.0,0.0,0.0,1.0,0.0
layer_2,0.0,328.0,60.0,566.0,23.0,29.0,156.0,177.0,0.0,0.0,0.0,1137.0
layer_3,0.0,94.0,0.0,526.0,145.0,81.0,0.0,37.0,154.0,10.0,783.0,4.0
layer_4,0.0,3.0,112.0,482.0,923.0,0.0,5.0,31.0,50.0,17.0,131.0,15.0
layer_5,7.0,15.0,94.0,182.0,46.0,11.0,12.0,218.0,1216.0,4.0,181.0,0.0
layer_6,55.0,0.0,0.0,709.0,4.0,125.0,18.0,137.0,308.0,1126.0,23.0,33.0
layer_7,0.0,1.0,10.0,36.0,0.0,239.0,5.0,1.0,13.0,22.0,304.0,269.0
layer_8,1.0,21.0,6.0,25.0,67.0,0.0,320.0,0.0,5.0,53.0,2.0,1.0
layer_9,0.0,0.0,128.0,1.0,27.0,5.0,1.0,3.0,46.0,25.0,51.0,0.0
layer_10,181.0,1.0,4.0,34.0,9.0,29.0,2.0,15.0,1.0,1.0,1.0,1.0
layer_11,5.0,239.0,1.0,192.0,3.0,0.0,1.0,6.0,215.0,1.0,176.0,259.0
