,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,382.0,274.0,545.0,953.0,178.0,236.0,1257.0,358.0,161.0,713.0,436.0,187.0
layer_1,33.0,253.0,308.0,6.0,906.0,575.0,89.0,654.0,3.0,0.0,8.0,0.0
layer_2,31.0,7.0,459.0,119.0,94.0,842.0,76.0,942.0,0.0,0.0,0.0,237.0
layer_3,15.0,366.0,0.0,15.0,417.0,26.0,17.0,496.0,350.0,58.0,186.0,6.0
layer_4,0.0,2.0,136.0,93.0,63.0,5.0,6.0,198.0,226.0,260.0,664.0,1.0
layer_5,16.0,17.0,4.0,16.0,120.0,71.0,769.0,4.0,162.0,2.0,1034.0,3.0
layer_6,34.0,0.0,1.0,23.0,106.0,4.0,2.0,662.0,149.0,310.0,614.0,3.0
layer_7,0.0,19.0,105.0,305.0,2.0,9.0,6.0,1.0,35.0,3.0,1.0,50.0
layer_8,6.0,44.0,128.0,539.0,89.0,3.0,14.0,0.0,7.0,15.0,9.0,2.0
layer_9,1.0,0.0,8.0,0.0,17.0,27.0,4.0,43.0,2.0,8.0,288.0,1.0
layer_10,112.0,0.0,13.0,178.0,2.0,0.0,1.0,0.0,2.0,53.0,2.0,45.0
layer_11,12.0,283.0,3.0,251.0,47.0,8.0,0.0,206.0,355.0,6.0,212.0,350.0
