,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,377.0,475.0,20.0,68.0,355.0,350.0,325.0,221.0,2488.0,121.0,3403.0,1470.0
layer_1,115.0,1664.0,50.0,6.0,0.0,390.0,176.0,194.0,1.0,0.0,57.0,38.0
layer_2,3453.0,144.0,0.0,0.0,219.0,26.0,42.0,67.0,7.0,3453.0,106.0,392.0
layer_3,12.0,51.0,3.0,2119.0,63.0,2.0,0.0,0.0,21.0,1903.0,561.0,2.0
layer_4,74.0,109.0,0.0,0.0,43.0,2093.0,13.0,2.0,9.0,18.0,0.0,1073.0
layer_5,2449.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,21.0,3320.0,2.0,2.0
layer_6,0.0,0.0,0.0,0.0,6.0,39.0,515.0,0.0,0.0,1.0,0.0,2.0
layer_7,0.0,27.0,1032.0,0.0,2.0,270.0,3.0,0.0,11.0,0.0,3281.0,0.0
layer_8,1.0,0.0,166.0,4.0,0.0,941.0,0.0,40.0,0.0,227.0,10.0,0.0
layer_9,1.0,0.0,15.0,2.0,0.0,21.0,0.0,77.0,41.0,2.0,3.0,0.0
layer_10,68.0,0.0,302.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,54.0,11.0
layer_11,0.0,1.0,64.0,0.0,1.0,28.0,1.0,3.0,98.0,40.0,1.0,1.0
