,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,144,2,51,12,17,0,1,182,92,41,119,8
layer_1,66,88,4,25,36,0,22,30,0,192,0,0
layer_2,6,0,0,0,0,0,67,0,0,283,0,9
layer_3,1,0,155,0,2,0,3,0,10,0,0,23
layer_4,15,267,0,16,0,2,1,0,23,0,0,0
layer_5,13,0,0,20,19,76,5,285,12,21,6,0
layer_6,13,30,26,293,0,0,42,0,87,0,59,23
layer_7,0,16,63,257,0,0,2,0,20,0,44,76
layer_8,11,1,3,222,0,1,241,211,137,22,0,26
layer_9,0,15,19,440,0,38,145,16,74,71,1,39
layer_10,293,1,0,1,105,267,29,14,0,112,17,0
layer_11,200,237,0,287,283,124,0,6,13,106,304,308
