,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,605.0,0.0,430.0,0.0,9.0,8.0,599.0,411.0,536.0,692.0,36.0,357.0
layer_1,323.0,466.0,724.0,39.0,338.0,249.0,202.0,511.0,53.0,39.0,842.0,4.0
layer_2,240.0,47.0,184.0,145.0,74.0,368.0,62.0,420.0,357.0,612.0,508.0,38.0
layer_3,45.0,65.0,127.0,22.0,38.0,38.0,168.0,453.0,270.0,40.0,38.0,156.0
layer_4,38.0,66.0,38.0,183.0,38.0,58.0,72.0,11.0,46.0,38.0,38.0,199.0
layer_5,39.0,38.0,113.0,41.0,78.0,42.0,91.0,39.0,38.0,38.0,38.0,38.0
layer_6,136.0,38.0,38.0,38.0,141.0,39.0,38.0,41.0,97.0,43.0,38.0,45.0
layer_7,280.0,38.0,38.0,38.0,41.0,39.0,38.0,38.0,42.0,38.0,44.0,38.0
layer_8,38.0,39.0,38.0,38.0,38.0,39.0,70.0,66.0,39.0,38.0,38.0,44.0
layer_9,39.0,38.0,38.0,57.0,38.0,38.0,38.0,38.0,132.0,39.0,38.0,39.0
layer_10,38.0,38.0,38.0,38.0,39.0,67.0,38.0,38.0,38.0,94.0,38.0,38.0
layer_11,62.0,38.0,38.0,41.0,38.0,44.0,38.0,38.0,570.0,38.0,38.0,38.0
