,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,41.0,51.0,45.0,46.0,66.0,48.0,52.0,57.0,28.0,48.0,57.0,66.0,37.0,37.0,56.0,51.0,38.0,38.0,36.0,57.0,54.0,33.0,57.0,54.0,54.0,44.0,44.0,40.0,34.0,32.0,31.0,39.0,61.0,71.0,45.0,60.0,41.0,65.0,55.0,55.0,39.0,43.0,59.0,67.0,51.0,37.0,49.0,36.0,51.0,65.0,57.0,47.0,48.0,39.0,41.0,47.0,68.0,38.0,42.0,56.0,31.0,50.0,46.0,60.0,52.0,41.0,34.0,43.0,73.0,24.0,37.0
layer_1,36.0,48.0,35.0,44.0,31.0,29.0,32.0,59.0,24.0,40.0,36.0,48.0,42.0,33.0,39.0,42.0,46.0,35.0,31.0,27.0,41.0,29.0,38.0,21.0,37.0,34.0,37.0,36.0,31.0,34.0,32.0,34.0,55.0,37.0,54.0,43.0,32.0,48.0,32.0,45.0,32.0,37.0,44.0,39.0,40.0,48.0,29.0,47.0,64.0,33.0,30.0,39.0,40.0,32.0,51.0,33.0,27.0,42.0,44.0,31.0,35.0,27.0,44.0,53.0,34.0,28.0,32.0,44.0,25.0,39.0,33.0
layer_2,54.0,46.0,63.0,51.0,47.0,46.0,48.0,41.0,52.0,41.0,36.0,40.0,55.0,46.0,39.0,32.0,36.0,42.0,27.0,38.0,34.0,47.0,49.0,39.0,45.0,43.0,44.0,53.0,40.0,40.0,45.0,63.0,27.0,44.0,46.0,57.0,34.0,42.0,67.0,32.0,54.0,32.0,36.0,49.0,42.0,38.0,40.0,43.0,37.0,43.0,29.0,36.0,108.0,33.0,44.0,50.0,41.0,54.0,36.0,36.0,40.0,28.0,46.0,47.0,44.0,47.0,50.0,37.0,34.0,31.0,37.0
layer_3,36.0,37.0,42.0,36.0,40.0,55.0,39.0,38.0,37.0,108.0,58.0,33.0,46.0,45.0,104.0,47.0,53.0,37.0,37.0,45.0,38.0,41.0,51.0,42.0,52.0,51.0,87.0,36.0,36.0,44.0,40.0,54.0,46.0,36.0,38.0,52.0,56.0,38.0,54.0,25.0,38.0,59.0,34.0,69.0,49.0,32.0,38.0,37.0,69.0,36.0,56.0,37.0,41.0,63.0,53.0,36.0,40.0,53.0,37.0,43.0,76.0,43.0,58.0,39.0,40.0,36.0,36.0,106.0,64.0,49.0,43.0
layer_4,46.0,48.0,46.0,54.0,80.0,46.0,46.0,46.0,56.0,46.0,46.0,69.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,44.0,46.0,45.0,46.0,46.0,58.0,46.0,46.0,57.0,46.0,46.0,46.0,48.0,43.0,46.0,46.0,46.0,51.0,49.0,46.0,47.0,69.0,48.0,47.0,43.0,47.0,45.0,44.0,44.0,47.0,47.0,48.0,46.0,45.0,46.0,45.0,46.0,46.0,47.0,44.0,46.0,46.0,47.0,46.0,52.0,44.0,43.0,46.0,47.0
layer_5,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,49.0,46.0,46.0,46.0,46.0,113.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,56.0,49.0,46.0,46.0,46.0,59.0,48.0,46.0,50.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,51.0,46.0,51.0,46.0,46.0,47.0,53.0,44.0,46.0,46.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,49.0,46.0,46.0
layer_6,42.0,46.0,44.0,46.0,46.0,48.0,70.0,46.0,48.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,46.0,40.0,46.0,46.0,44.0,52.0,42.0,53.0,56.0,46.0,46.0,46.0,32.0,45.0,63.0,50.0,45.0,48.0,44.0,46.0,45.0,54.0,55.0,46.0,45.0,46.0,46.0,44.0,46.0,48.0,77.0,33.0,46.0,46.0,43.0,50.0,46.0,48.0,45.0,51.0,46.0,45.0,46.0,53.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,50.0
layer_7,46.0,50.0,44.0,47.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,64.0,90.0,44.0,46.0,49.0,46.0,40.0,43.0,45.0,46.0,44.0,46.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,46.0,48.0,47.0,46.0,51.0,47.0,46.0,46.0,46.0,46.0,46.0,47.0,54.0,74.0,48.0,62.0,47.0,46.0,46.0,66.0,45.0,35.0,46.0,54.0,46.0,58.0,46.0,44.0,47.0,46.0,46.0,60.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0
layer_8,40.0,53.0,42.0,46.0,50.0,43.0,50.0,64.0,49.0,46.0,47.0,42.0,46.0,47.0,44.0,46.0,46.0,67.0,50.0,47.0,48.0,46.0,46.0,46.0,46.0,46.0,45.0,55.0,50.0,41.0,48.0,46.0,41.0,43.0,46.0,47.0,46.0,79.0,46.0,46.0,49.0,46.0,46.0,49.0,44.0,46.0,43.0,49.0,47.0,51.0,42.0,47.0,33.0,46.0,46.0,91.0,46.0,46.0,53.0,49.0,46.0,47.0,57.0,50.0,46.0,45.0,51.0,45.0,47.0,47.0,46.0
layer_9,79.0,45.0,47.0,49.0,46.0,60.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,37.0,46.0,46.0,50.0,46.0,46.0,46.0,48.0,59.0,46.0,51.0,43.0,46.0,46.0,56.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,51.0,46.0,46.0,46.0,42.0,45.0,46.0,59.0,46.0,46.0,46.0,45.0,46.0,46.0,55.0,48.0,46.0,46.0,47.0,46.0,46.0,36.0,40.0,46.0,48.0,46.0,46.0,46.0,46.0,46.0,53.0
