,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,64.0,91.0,55.0,79.0,31.0,29.0,39.0,59.0,51.0,45.0,55.0,25.0,51.0,40.0,40.0,15.0,46.0,40.0,9.0,63.0,38.0,32.0,25.0,107.0,12.0,28.0,25.0,106.0,36.0,13.0,40.0,108.0,30.0,41.0,35.0,39.0,50.0,45.0,71.0,57.0,43.0,46.0,112.0,34.0,57.0,62.0,38.0,14.0,55.0,64.0,35.0,35.0,47.0,80.0,39.0,70.0,42.0,57.0,18.0,18.0,41.0,59.0,46.0,55.0,41.0,67.0,39.0,26.0,36.0,46.0,25.0
layer_1,35.0,46.0,18.0,20.0,44.0,35.0,49.0,58.0,21.0,78.0,34.0,33.0,26.0,21.0,42.0,26.0,29.0,34.0,30.0,29.0,28.0,32.0,43.0,30.0,32.0,28.0,35.0,37.0,60.0,60.0,43.0,43.0,46.0,22.0,107.0,20.0,49.0,54.0,40.0,46.0,39.0,27.0,28.0,21.0,34.0,19.0,18.0,24.0,38.0,32.0,30.0,25.0,23.0,29.0,12.0,51.0,35.0,35.0,36.0,58.0,16.0,44.0,18.0,33.0,27.0,26.0,33.0,15.0,106.0,30.0,45.0
layer_2,27.0,66.0,21.0,22.0,6.0,86.0,5.0,20.0,4.0,8.0,55.0,15.0,31.0,38.0,12.0,6.0,73.0,10.0,25.0,65.0,65.0,64.0,8.0,24.0,13.0,10.0,20.0,23.0,17.0,5.0,3.0,12.0,25.0,10.0,32.0,40.0,17.0,8.0,26.0,53.0,107.0,17.0,11.0,10.0,24.0,13.0,19.0,5.0,17.0,9.0,8.0,11.0,36.0,17.0,8.0,9.0,11.0,71.0,18.0,8.0,17.0,45.0,9.0,15.0,19.0,17.0,10.0,3.0,34.0,9.0,7.0
layer_3,3.0,3.0,3.0,8.0,21.0,39.0,6.0,13.0,3.0,8.0,10.0,14.0,7.0,12.0,26.0,4.0,4.0,3.0,3.0,15.0,9.0,5.0,3.0,6.0,8.0,84.0,12.0,22.0,6.0,27.0,13.0,13.0,3.0,21.0,3.0,88.0,9.0,4.0,108.0,11.0,59.0,3.0,11.0,11.0,3.0,3.0,3.0,3.0,25.0,8.0,9.0,22.0,3.0,116.0,4.0,5.0,51.0,59.0,15.0,12.0,55.0,5.0,5.0,3.0,4.0,36.0,5.0,3.0,5.0,15.0,3.0
layer_4,3.0,3.0,3.0,52.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,27.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,57.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_6,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,3.0,3.0,4.0,3.0,7.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,15.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,10.0,3.0,3.0,59.0,3.0,3.0,3.0,3.0,3.0,14.0,3.0,3.0,3.0,3.0,45.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
layer_7,3.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,21.0,3.0,10.0,7.0,17.0,3.0,3.0,3.0,8.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,101.0,4.0,3.0,6.0,3.0,3.0,3.0,3.0
layer_8,6.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,8.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,18.0,64.0,11.0,5.0,5.0,7.0,4.0,3.0,3.0,3.0,3.0,3.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,8.0,4.0,3.0,3.0,3.0,3.0,3.0,11.0,3.0,3.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_9,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,36.0,3.0,3.0,11.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,17.0,43.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,37.0
