,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,104,0,113,180,0,3,1,0,3,86,53,5
layer_1,2,33,3,5,2,0,7,14,9,16,33,0
layer_2,0,4,21,0,18,6,7,0,3,2,0,7
layer_3,44,0,8,5,4,9,0,0,34,1,0,2
layer_4,1,13,2,108,4,3,5,5,0,3,19,71
layer_5,0,0,1,0,0,4,0,0,0,0,0,4
layer_6,14,0,21,2,0,37,14,0,0,168,0,5
layer_7,0,0,0,0,37,0,0,0,0,0,0,0
layer_8,0,0,25,0,139,0,0,0,165,0,70,0
layer_9,0,0,0,0,0,0,0,0,0,0,0,0
layer_10,1,17,39,0,4,11,7,2,7,8,9,6
layer_11,70,2,74,11,0,12,0,3,0,3,43,200
