,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,368.0,16.0,753.0,52.0,107.0,21.0,55.0,314.0,152.0,49.0,153.0,57.0
layer_1,25.0,253.0,431.0,18.0,123.0,196.0,86.0,1.0,53.0,411.0,212.0,26.0
layer_2,3.0,0.0,393.0,1.0,13.0,94.0,0.0,27.0,16.0,155.0,0.0,1.0
layer_3,367.0,0.0,29.0,31.0,97.0,1.0,12.0,61.0,17.0,37.0,1.0,12.0
layer_4,290.0,293.0,25.0,259.0,277.0,238.0,242.0,149.0,311.0,120.0,244.0,159.0
layer_5,6.0,1.0,2.0,1.0,4.0,4.0,0.0,1.0,6.0,3.0,136.0,99.0
layer_6,5.0,179.0,143.0,961.0,78.0,3.0,4.0,0.0,109.0,222.0,80.0,34.0
layer_7,105.0,72.0,4.0,372.0,121.0,357.0,19.0,8.0,0.0,0.0,0.0,7.0
layer_8,5.0,278.0,16.0,0.0,327.0,200.0,2.0,79.0,257.0,46.0,763.0,557.0
layer_9,0.0,1107.0,5.0,6.0,60.0,891.0,72.0,199.0,581.0,9.0,8.0,533.0
layer_10,197.0,48.0,329.0,500.0,151.0,58.0,62.0,11.0,232.0,184.0,83.0,624.0
layer_11,300.0,175.0,319.0,77.0,438.0,219.0,220.0,32.0,744.0,16.0,509.0,500.0
