,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,103,0,0,0,0,0,3,0,0,0,0,0,0,0,198,0,5,0,49,0,0,0,0
layer_1,0,12,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,11
layer_3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0
layer_4,0,0,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0
layer_5,0,4,3,0,0,0,0,0,1,1,0,0,8,9,0,0,0,0,0,0,0,0,30,3
layer_6,0,0,0,0,1,2,0,37,9,4,0,6,4,0,1,1,0,1,0,0,0,0,0,19
layer_7,5,14,0,0,0,0,0,3,1,21,0,0,2,68,1,0,0,0,1,0,1,6,3,4
layer_8,0,0,0,1,0,1,0,0,0,2,2,2,0,0,0,8,1,0,1,0,0,10,4,1
layer_9,0,1,12,0,0,0,43,153,1,0,0,0,15,0,9,0,3,0,0,0,0,0,1,0
layer_10,31,1,0,0,0,0,0,1,0,0,0,0,138,69,66,0,0,0,2,0,2,0,0,0
layer_11,8,0,0,1,0,1,0,0,1,0,0,3,2,48,3,0,2,0,14,24,6,1,2,0
layer_12,0,0,1,0,0,0,3,4,0,1,0,0,0,0,1,0,0,29,0,0,0,0,0,33
layer_13,2,0,0,0,3,0,100,9,102,0,1,3,0,0,0,1,0,0,1,9,3,0,0,0
layer_14,8,0,0,29,17,118,29,1,0,53,0,0,0,0,0,1,0,4,0,1,2,0,0,15
layer_15,0,0,4,32,2,0,0,0,4,0,11,0,0,0,7,1,0,0,0,0,0,0,0,0
layer_16,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3,16,0,0,0,0
layer_17,0,0,0,0,0,4,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
layer_18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
layer_19,0,6,0,17,4,6,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,14,3,1
layer_21,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,0,0,0,0,0,0
layer_23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,17,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_25,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
layer_26,0,7,1,0,0,0,0,2,0,0,0,0,5,16,3,0,0,1,0,0,0,0,0,0
layer_27,3,1,1,0,5,1,0,1,1,8,0,0,0,2,0,0,0,0,2,13,0,3,0,0
