,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,2591,206,5900,649,524,3,715,1746,3078,1113,5946,374
layer_1,4150,2938,19,178,330,2716,404,2436,14,6606,25,112
layer_2,80,6,91,2947,58,31,3911,37,1,6750,1290,85
layer_3,186,27,1578,34,58,96,6,837,526,578,20,1820
layer_4,1368,899,23,762,12,7,9,0,4339,411,0,0
layer_5,3331,158,2,35,613,132,2,9288,74,332,179,1
layer_6,131,4394,1170,7913,0,0,301,85,7457,16,727,146
layer_7,6,223,893,6314,13,42,2,34,510,0,159,1080
layer_8,253,855,322,761,0,5,6631,638,1096,955,8,61
layer_9,22,71,1375,8565,8,313,2153,1,3417,4136,0,16
layer_10,5448,26,6,7,684,4561,282,339,3,4123,13,3
layer_11,7369,7284,5,6127,5327,1073,15,228,100,558,6872,7320
