,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,4,4,3,3,3,3,2,1,1,2,1,0,1,2,0,1
layer_1,3,4,1,2,0,1,1,1,1,2,1,0,1,1,1,1
layer_2,3,4,1,2,1,1,1,1,1,0,1,1,1,1,0,1
layer_3,4,2,2,3,1,1,0,1,1,1,0,0,1,1,1,0
layer_4,4,4,4,2,1,2,2,1,1,0,1,0,1,1,1,1
layer_5,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1
layer_6,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1
layer_7,4,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1
layer_8,4,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1
layer_9,4,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1
layer_10,2,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1
layer_11,4,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1
layer_12,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1
layer_13,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
layer_14,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1
layer_15,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1
layer_16,4,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1
layer_17,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1
layer_18,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
layer_19,4,4,4,2,1,4,1,1,1,1,1,1,1,1,1,1
layer_20,4,3,2,1,3,2,1,2,1,1,1,1,1,1,1,1
layer_21,4,4,2,3,1,1,2,1,3,1,1,1,1,1,0,1
layer_22,4,4,2,1,3,3,2,0,1,1,1,1,1,1,1,1
layer_23,4,4,3,1,1,3,3,1,1,1,1,1,1,0,1,2
