,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,130.0,2.0,211.0,4.0,31.0,3.0,8.0,230.0,148.0,0.0,113.0,0.0
layer_1,18.0,64.0,200.0,3.0,180.0,27.0,62.0,0.0,9.0,132.0,69.0,18.0
layer_2,6.0,0.0,310.0,10.0,2.0,52.0,0.0,65.0,17.0,93.0,0.0,3.0
layer_3,290.0,0.0,17.0,64.0,1.0,0.0,11.0,0.0,2.0,163.0,2.0,13.0
layer_4,131.0,249.0,6.0,256.0,61.0,96.0,88.0,100.0,123.0,105.0,82.0,66.0
layer_5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,80.0
layer_6,0.0,145.0,10.0,24.0,1.0,1.0,0.0,0.0,34.0,293.0,142.0,8.0
layer_7,16.0,110.0,1.0,208.0,3.0,3.0,48.0,2.0,0.0,0.0,4.0,2.0
layer_8,0.0,1.0,1.0,0.0,326.0,18.0,0.0,0.0,330.0,1.0,12.0,83.0
layer_9,0.0,14.0,0.0,0.0,0.0,64.0,42.0,3.0,89.0,1.0,0.0,112.0
layer_10,48.0,5.0,306.0,14.0,5.0,104.0,3.0,1.0,101.0,174.0,79.0,176.0
layer_11,75.0,112.0,252.0,20.0,195.0,19.0,22.0,0.0,169.0,1.0,135.0,340.0
