,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,5.0
layer_1,0.0,0.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
layer_2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
layer_3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0
layer_4,0.0,7.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
layer_5,1.0,6.0,1.0,20.0,36.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
layer_6,0.0,6.0,0.0,10.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,120.0
layer_7,5.0,1.0,2.0,1.0,2.0,27.0,9.0,5.0,8.0,0.0,3.0,48.0
layer_8,33.0,4.0,4.0,7.0,26.0,98.0,1.0,70.0,56.0,0.0,0.0,14.0
layer_9,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
layer_10,0.0,3.0,30.0,7.0,3.0,15.0,0.0,26.0,2.0,0.0,70.0,16.0
layer_11,8.0,0.0,0.0,2.0,16.0,17.0,0.0,26.0,36.0,23.0,17.0,0.0
