,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,1.1607032,0.12998621,0.07901817,0.09468786,0.36608067,0.28855786,0.24634454,0.34293965,1.0199502,0.88079244,0.8717926,1.701816,0.2091812,0.25290754,0.19550171,1.065996,0.08549365,0.28940937,0.07410141,0.11339897,0.86571985,0.59758097,0.24124125,1.1113296,0.41429323,0.88799936,0.58350605,0.8089775,0.052023448,0.0018203647,0.03126301,6.155503e-09
layer_1,0.22449072,0.09719504,0.1501494,0.3996673,0.051299017,0.049711235,0.05322077,0.09783431,0.4996705,0.14073333,1.0303359,0.30417213,1.2404491,0.0216778,0.20007996,0.031249491,0.020796414,0.09536137,0.009732079,0.18920594,0.004808261,0.14431374,0.3210164,0.18457974,0.060548212,0.026725993,0.02296327,0.030341187,0.8400306,0.43227,0.09494233,0.10515323
layer_2,0.15053082,0.038077276,0.050345708,0.046701983,0.66681474,0.44666326,0.23710583,0.15853149,0.024236936,0.043494277,0.16359599,0.043411124,0.040065568,0.18277565,0.2922882,0.14812435,0.1932098,0.057488125,0.05835039,0.439389,0.03232224,0.0015046509,0.02863381,0.10909348,0.16355151,0.012201074,0.11391572,0.060726125,0.14679594,0.17401202,0.0739768,0.12233158
layer_3,0.8382701,0.25060546,0.3579237,0.2663157,0.042122576,0.061250735,0.047553763,0.07631461,0.29525614,0.12036637,0.13167752,0.0862876,0.2624817,0.24334934,0.046258483,0.23180997,0.16260818,0.015105841,0.014445272,0.043771476,0.6491734,0.25527236,0.50476104,0.15038322,0.28755984,0.21813467,0.23089862,0.12953994,0.6192737,0.7678493,0.62554497,0.8986795
layer_4,0.30823383,0.4685188,0.2384048,0.108290024,0.14581469,0.19204265,0.87870395,0.26457363,0.64370346,0.60643804,0.63724947,0.088471666,0.020847527,0.23356766,0.026453648,0.9085831,0.101217136,0.19169942,0.1582061,0.27982232,0.1735303,0.18088,0.6341997,0.52691543,0.16630796,0.4283164,0.2315407,0.779884,0.15510122,0.18304808,0.03906658,0.2563783
layer_5,0.34045678,0.7964223,0.2557455,0.21508284,1.0471836,0.20271924,0.89546186,0.6404051,0.0081786,0.0149222575,0.0024887775,0.2176764,0.6206398,0.14589132,0.10748397,0.6587323,0.62798303,0.9920656,0.86392987,0.20038694,0.22014965,0.72565764,0.3815692,0.3279935,0.52559793,0.77346873,0.6219595,0.58626217,0.6614709,0.34904486,0.5980367,0.16325678
layer_6,0.9742794,0.45464894,0.12381713,0.30500364,0.6069756,0.26233956,0.7462547,0.4913281,0.055820607,1.3257306,0.11064606,0.14322092,0.44311234,0.5779141,1.4388882,0.52138233,0.10530041,0.3416068,0.087841615,0.38668978,1.1850436,0.6748159,0.62997466,0.39365008,0.6667536,1.1972022,0.66586155,0.70272106,1.1280268,0.35686505,0.1887806,0.09852068
layer_7,0.09756903,0.21685737,0.28340796,0.6178691,1.0887895,0.01624247,1.0636411,1.016579,1.4660506,1.1687853,1.2470175,0.8018529,0.6063805,0.9849887,0.29776853,1.6944438,1.0325214,0.5686573,0.85578597,0.4282315,0.721965,1.0986253,0.66196185,0.48594356,0.7255893,0.6596274,1.2270094,2.1606588,0.6728101,0.5061107,0.6775321,0.8489435
layer_8,0.5031773,0.045289658,1.1092461,0.7240584,0.3175408,0.49292845,0.4073672,1.1666708,0.37411764,0.50586253,0.69499016,0.1242369,0.9459725,0.27725476,0.8398494,0.7868723,0.91431355,1.1047847,0.9165782,0.693603,0.8184377,1.2791036,0.21295638,0.39425173,0.68535006,0.60479426,0.6263567,0.51346827,0.8892626,1.7554617,0.8984344,1.0020854
layer_9,0.9895533,1.1539136,0.99446493,1.0157646,0.73488075,0.35477802,0.607801,0.24751803,1.045529,0.7998455,0.20796755,0.027411437,0.4973384,0.6536315,0.5796327,0.974008,0.6558813,1.2362814,0.321362,1.119262,0.43224287,0.87753844,0.9155087,1.2149758,0.89025396,0.47426423,0.24366757,0.09343572,0.66325325,0.839225,0.80249363,0.5488673
layer_10,0.33044344,0.2838045,0.032236792,0.3130829,0.24329828,0.18302906,0.17013814,0.22976612,0.7644642,0.819462,0.4903284,0.22246592,0.11426752,0.28698462,0.7985097,0.928489,0.56514484,1.1361234,0.65692866,1.6973195,0.6329031,0.9424448,0.77670765,0.94123703,1.038354,0.8422611,1.1198016,0.61453116,0.7460455,0.7839524,0.8892272,0.035964295
layer_11,0.90053964,1.33597,1.491115,1.3912402,0.4236337,0.5288392,0.6650389,0.6126344,1.3148184,1.3580915,0.3088244,1.4347254,0.3238366,1.1092939,1.1464504,1.0510061,0.16920748,1.0592875,1.6825165,0.6724524,0.85206634,0.49944332,0.838818,0.65632594,1.4572752,1.0977846,1.4905821,1.5082877,0.12760669,0.3587576,0.31256464,0.35347766
layer_12,0.99748826,1.0194283,0.6999602,1.0614533,0.9256224,0.9319785,0.8303796,0.9110564,1.0594618,0.8629456,0.82778805,0.9332414,0.094637305,0.52974236,0.7618473,1.6274306,1.3388479,0.49746957,0.44246957,0.097098425,0.4641736,0.7368635,0.28735077,1.2066342,1.0965723,1.4311599,1.0599126,1.238442,0.5042576,0.70093447,0.54077876,0.9178984
layer_13,1.126779,0.7537311,1.7406056,1.261434,0.36576873,0.36166748,0.22673622,0.7792227,1.0644306,1.6174744,1.2682482,1.2426379,0.8128615,0.83846986,1.2611066,0.9301155,1.146819,0.6742514,0.79610443,1.33311,0.64513683,0.42691034,1.1037956,0.7384498,0.6868681,0.6191245,0.20697564,0.2811458,0.87357056,0.84567314,0.7745812,1.4566416
layer_14,0.90918016,0.96401614,1.3635722,0.8149372,0.7863849,0.66960084,0.8863157,1.0953839,0.13959634,0.5067898,1.3619801,0.26470694,0.8368591,1.1477637,1.1552749,0.7278078,0.31180853,0.061723422,0.27715686,0.022759212,0.33770037,1.0891105,0.4270079,1.3157107,0.8984301,1.2744802,0.005590051,0.798857,0.6068238,0.6231804,0.6196623,0.5282773
layer_15,0.40317094,0.10018318,0.21143863,0.15376613,0.7416892,1.804023,0.6879681,0.30542645,0.6081733,0.9513824,0.73061866,0.8802107,0.3064153,0.6554593,0.6161389,0.33240068,0.5278903,0.10297356,0.3519225,0.41822267,0.8325889,0.86191356,0.9004914,0.8725828,0.9802358,0.8618066,1.1076236,0.75085086,0.7047137,0.5408163,0.08517388,0.14251687
