,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,53,23,27,68,62,5,43,72,41,54,35,30
layer_1,65,66,90,2,28,19,6,34,3,2,100,9
layer_2,21,3,32,28,10,41,5,53,70,100,99,2
layer_3,2,3,25,5,2,2,28,57,27,2,2,17
layer_4,5,4,2,16,2,1,4,26,3,2,2,28
layer_5,2,2,4,3,10,2,3,2,2,2,3,2
layer_6,9,2,2,2,9,2,2,2,7,2,2,2
layer_7,14,2,2,2,2,2,2,2,2,2,2,2
layer_8,2,2,2,2,2,2,5,2,2,2,2,3
layer_9,2,2,2,2,2,2,2,2,9,2,2,2
layer_10,2,2,2,2,2,3,2,2,2,4,2,2
layer_11,6,2,2,2,2,6,2,2,60,2,2,2
