,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0028949867,0.004727775,0.0034625975,0.09497337,0.0047991774,0.00282438,0.0067199366,0.00637403,0.009959228,0.011173023,0.095877744,0.009169848,0.0025255368,0.002308826,0.014347064,0.001873632,0.14324981,0.043552622,0.056602582,0.06979283,0.050566453,0.0012250614,0.033221547,0.0007218008,0.02156269,0.01623866,0.055913363,0.027592517,0.009279565,0.03994538,0.03891254,0.06340994
1,0.059682682,0.012991165,0.031606704,0.006179555,0.015451554,0.003925817,0.014320123,0.045456495,0.02963707,0.009409169,0.010365758,0.02710977,0.01150692,0.009224826,0.008008348,0.0041269083,0.034419376,0.004017017,0.0039596925,0.011931152,0.031187046,0.0064671906,0.00825214,0.010505513,0.0072441245,0.009906652,0.012567891,0.011460908,0.038127612,0.010173694,0.03385258,0.038095247
2,0.0058158464,0.012504553,0.009950769,0.0033923853,0.0073134084,0.019239854,0.0036522544,0.012780354,0.0045691966,0.0073065828,0.0062323506,0.005693682,0.0033561853,0.013422425,0.004956221,0.003173891,0.009539324,0.009093084,0.014383743,0.019473128,0.00030169523,0.0012746943,0.004367226,0.00035796352,0.0032833114,0.0025250851,0.005363573,0.0056668823,0.005750712,0.0032721222,0.0036607175,0.005280923
3,0.008133697,0.0033343774,0.010746684,0.0055284654,0.0052769296,0.061803542,0.006025891,0.023811955,0.004667264,0.0095262285,0.0029560954,0.0114324,0.024900682,0.0129700685,0.0047507514,0.006376822,0.010212537,0.032318756,0.025640085,0.012779713,0.016490405,0.011709896,0.013853626,0.007180935,0.013003477,0.013778164,0.00813168,0.014639359,0.011419317,0.024781175,0.0123348525,0.035517987
4,0.0064765555,0.043147065,0.007847986,0.010156313,0.00535874,0.010645035,0.008456194,0.021902729,0.027347725,0.0081361765,0.0171365,0.018839438,0.003407604,0.0053731375,0.012280031,0.0037201366,0.015275854,0.026136313,0.018365772,0.010366665,0.025537372,0.039410673,0.012044178,0.0063213296,0.017332995,0.008883327,0.007933008,0.008155096,0.0111779105,0.015466046,0.0154233705,0.012220469
5,0.0099649485,0.008611525,0.0033788043,0.008525318,0.012376013,0.0076198084,0.08573161,0.024539774,0.0063511324,0.006860542,0.0014611977,0.0062582656,0.014140992,0.029267892,0.018381365,0.020999346,0.01366463,0.047687825,0.009578808,0.017761867,0.042754423,0.010652605,0.025460346,0.009708762,0.03464891,0.033135112,0.018329483,0.009169129,0.024004322,0.01846934,0.010696945,0.010233479
6,0.006470871,0.009357215,0.0023098348,0.023855025,0.006479665,0.015393046,0.027609887,0.022289824,0.0149332,0.008586359,0.034290843,0.017267577,0.015536872,0.009965071,0.008126151,0.0140000405,0.0041630254,0.005732026,0.006259264,0.023057008,0.012237929,0.028361438,0.013385906,0.016079769,0.021426272,0.0061962265,0.010829325,0.01154974,0.017258089,0.030990113,0.017601864,0.029728089
7,0.046618458,0.02956089,0.00872571,0.02495599,0.021610044,0.023441093,0.012449465,0.016137395,0.016437404,0.022117132,0.015886212,0.019989785,0.020780137,0.023003172,0.029243793,0.019570451,0.00010059497,0.005122265,0.0008143808,0.021098744,0.021361642,0.013895988,0.0063430583,0.018322984,0.013385713,0.014566196,0.014857795,0.022490576,0.017715566,0.025485974,0.026320908,0.015723864
8,0.026560742,0.10209963,0.017788168,0.044333752,0.040528826,0.037401248,0.035615396,0.024243772,0.065079585,0.023310822,0.020958813,0.011750471,0.038791787,0.022222085,0.01445644,0.027682578,0.009103605,0.03896076,0.012264963,0.016163563,0.038595866,0.033280034,0.018161092,0.023818329,0.010646421,0.01758769,0.013409849,0.041019782,0.03211021,0.010940391,0.036187768,0.019626347
9,0.024258224,0.0076709413,0.0068814387,0.006767782,0.020091042,0.020166116,0.01684194,0.011334129,0.009545146,0.012734297,0.016940799,0.023694132,0.024910653,0.030202482,0.012620573,0.020367708,0.026942646,0.02972303,0.017205654,0.019520989,0.010258709,0.031882945,0.01876181,0.024530983,0.04509643,0.009086757,0.008609879,0.009092661,0.008763974,0.028510077,0.06479623,0.03963204
