,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,17,0,16,0,3,0,0,34,9,0,15,0
layer_1,0,12,48,0,5,6,1,0,2,24,6,1
layer_2,0,0,49,2,0,0,0,0,0,3,0,0
layer_3,42,0,0,2,1,0,2,1,0,0,0,0
layer_4,8,26,2,57,51,18,2,8,25,3,1,3
layer_5,0,0,0,0,0,0,0,0,0,0,46,9
layer_6,0,31,0,58,3,0,0,0,2,28,2,0
layer_7,4,15,0,0,0,0,3,0,0,0,0,0
layer_8,0,13,0,0,47,3,0,1,53,0,13,2
layer_9,0,23,0,0,1,29,16,0,59,1,0,4
layer_10,3,1,54,21,6,2,1,0,12,47,0,31
layer_11,19,32,34,2,56,6,6,0,55,0,21,56
