,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,58,25,36,92,32,30,28,28,151,17,155,127
layer_1,7,41,8,2,6,3,0,5,0,4,1,0
layer_2,154,12,0,0,7,0,0,7,5,155,3,6
layer_3,0,1,1,96,30,51,0,0,8,87,6,61
layer_4,9,8,0,0,3,81,0,10,1,0,1,53
layer_5,113,4,1,0,0,0,2,2,0,159,76,1
layer_6,0,3,0,2,17,4,45,2,0,149,1,69
layer_7,1,2,52,0,128,115,0,0,13,9,189,4
layer_8,0,0,2,0,0,3,2,8,1,106,8,1
layer_9,0,3,42,1,3,16,0,21,19,2,12,2
layer_10,12,0,9,3,2,0,5,1,18,0,18,1
layer_11,0,0,3,0,2,25,2,3,6,23,2,0
