,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,3851,3495,3287,2294,1553,1356,560,1023,987,1075,977,496,1072,496,916,644
layer_1,4047,3780,3010,2917,2686,1945,2071,773,1256,990,898,1077,806,890,1225,849
layer_2,3756,3118,2854,2482,2380,1971,1769,660,1106,998,1158,746,1058,761,883,685
layer_3,3068,3357,2077,3144,1931,549,1853,726,1208,1074,1105,1209,909,424,934,751
layer_4,4036,2041,2205,1832,1596,1652,599,885,662,1566,638,861,648,744,552,1281
layer_5,3464,2496,1939,1215,767,449,412,422,440,394,401,395,393,393,393,394
layer_6,2311,3032,1620,1144,672,396,712,417,394,394,393,396,397,395,393,393
layer_7,4053,1996,2357,1330,752,2214,821,403,530,396,398,396,393,393,393,398
layer_8,3970,1972,1649,1081,691,567,395,413,412,402,503,395,393,393,394,393
layer_9,3397,2342,1069,1067,658,760,426,397,407,393,393,394,402,395,393,393
layer_10,2569,2289,613,1243,678,429,497,418,394,407,393,394,393,393,393,393
layer_11,3335,1735,1601,952,397,527,400,396,397,393,394,393,393,393,394,393
layer_12,2022,2358,891,1115,839,545,409,467,394,395,393,393,393,393,393,394
layer_13,2465,2267,635,773,422,409,393,398,416,394,401,393,393,393,395,393
layer_14,1625,2177,548,718,536,632,411,393,400,398,393,393,410,393,393,399
layer_15,2629,2926,659,628,433,397,921,395,399,393,410,394,393,415,393,394
layer_16,3219,1874,407,638,483,802,400,395,398,394,393,393,393,395,393,393
layer_17,3388,1958,1137,621,528,413,610,770,395,396,393,394,393,394,395,396
layer_18,2552,2080,849,825,797,490,462,403,434,399,394,402,393,393,406,393
layer_19,2840,967,1418,485,423,844,1006,398,393,396,394,404,425,393,395,393
layer_20,3193,1633,1154,460,506,892,656,456,402,393,445,395,490,394,393,393
layer_21,2356,3693,835,617,648,473,761,423,416,396,396,407,393,393,988,611
layer_22,2762,1878,869,715,2803,556,958,897,397,466,395,400,1470,394,497,400
layer_23,2184,1897,2612,1217,1073,1194,1063,1264,642,2120,801,925,430,664,561,458
