,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,295,48,17,14,55,138,239,215,66,51,39,46
layer_1,60,355,6,6,291,25,6,0,9,38,17,20
layer_2,11,5,3,5,1,8,8,4,3,0,18,3
layer_3,9,3,37,3,4,1,6,3,3,5,2,53
layer_4,342,36,57,51,49,22,49,174,39,238,22,1
layer_5,28,34,59,155,51,4,3,182,51,60,35,33
layer_6,10,44,131,292,38,29,29,34,19,46,199,25
layer_7,17,69,33,109,14,53,20,56,7,154,38,76
layer_8,24,28,69,40,33,163,15,57,147,10,41,37
layer_9,30,72,68,43,116,92,53,65,50,60,40,54
layer_10,47,32,43,47,84,97,49,30,43,14,42,55
layer_11,54,31,41,46,42,62,29,53,42,36,52,45
