,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,314,103,5,13,162,141,233,172,163,108,93,107
layer_1,101,215,26,10,118,56,48,0,30,49,58,90
layer_2,36,22,4,20,4,39,12,11,12,0,92,10
layer_3,10,10,100,10,18,1,12,6,10,16,3,51
layer_4,325,86,167,149,33,40,215,264,115,214,87,1
layer_5,87,131,181,119,183,1,10,197,167,93,117,75
layer_6,6,121,43,363,117,49,128,16,22,92,288,79
layer_7,10,194,74,44,12,147,49,66,27,268,120,129
layer_8,62,112,193,125,88,266,45,94,66,3,93,97
layer_9,96,107,106,146,226,219,149,139,86,34,143,113
layer_10,132,113,138,110,187,193,137,94,135,41,123,151
layer_11,142,96,109,123,111,145,97,137,125,121,152,136
