,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0068028383,0.008171352,0.010268346,0.012246773,0.00045507858,0.00064020476,0.00075920817,0.0014338598,0.008264061,0.003951738,0.32433355,0.0027652006,0.0018903317,0.0015773232,0.001818876,0.00085369084,0.052056905,0.04339884,0.08833557,0.07136853,0.0068531856,0.00021677434,0.007736539,0.0009407569,0.01675993,0.013972486,0.09103747,0.029436061,0.0059590167,0.07211812,0.07028141,0.27907678
1,0.16137478,0.008161074,0.043569822,0.00928261,0.026056845,0.0010763089,0.002474227,0.045117904,0.12584995,0.0008608637,0.05181885,0.011454128,0.014383127,0.13059658,0.12673444,0.03199629,0.037448402,0.0056909244,0.005659318,0.012495576,0.033140093,0.012382064,0.009205287,0.017759029,0.0032664172,0.005959323,0.012757458,0.045505248,0.01211901,0.012340745,0.053159777,0.004711628
2,0.005952538,0.014266759,0.005852231,0.00046945157,0.008763849,0.024786817,0.007646706,0.024432015,0.020240098,0.026753357,0.005231693,0.050482616,0.0025274104,0.007806223,0.0013055735,0.0020373666,0.008920247,0.031500723,0.0046488787,0.0048467703,0.000192741,0.0006544208,0.0039788797,0.00016213415,0.040974203,0.008598925,0.04600011,0.07739248,0.006733503,0.018983593,0.014906544,0.012730132
3,0.005886891,0.028446076,0.0065869777,0.009670975,0.01824051,0.006723542,0.007836095,0.021318814,0.008874015,0.01107789,0.004720749,0.007968085,0.014794137,0.03796806,0.041614633,0.106247075,0.010452909,0.009926024,0.021661673,0.022453768,0.011820111,0.012278911,0.055658225,0.0046623196,0.076067284,0.01736389,0.0107318135,0.014705115,0.040125966,0.016207961,0.019879568,0.01129694
4,0.010421347,0.030604353,0.010213117,0.017109653,0.007590611,0.017833672,0.0049639926,0.036833275,0.008120294,0.010662746,0.014696807,0.016431967,0.0017416609,0.0032864609,0.018641248,0.0018957417,0.051035453,0.019981772,0.052440785,0.015039678,0.06296194,0.0071772365,0.0057507395,0.0029493491,0.017905824,0.012287451,0.0053379918,0.0112397885,0.021430517,0.003955224,0.09123652,0.009592466
5,0.026936533,0.03426796,0.037991084,0.01116422,0.011308214,0.0020119867,0.0041661393,0.014700228,0.0141672315,0.015408152,0.0009889874,0.008001652,0.018892031,0.021925526,0.012760128,0.035107303,0.02710022,0.01887579,0.068472885,0.015787251,0.013679334,0.014532887,0.025394147,0.009830748,0.010214514,0.0021168843,0.017615436,0.0071388264,0.04290933,0.027992604,0.0059220823,0.012274009
6,0.0067896442,0.006686719,0.00019421312,0.0024248152,0.015850514,0.05063278,0.1474298,0.06581162,0.009650642,0.004500642,0.023639183,0.014583222,0.084636815,0.07758232,0.012568649,0.066112615,0.008475121,0.008599064,0.009159916,0.041150615,0.03306034,0.0692921,0.01755216,0.018547738,0.0420029,0.0059562474,0.003340929,0.0037838435,0.07266157,0.069206186,0.030956624,0.07998887
7,0.10373618,0.012443769,0.0154937,0.023021787,0.023928229,0.049809285,0.012943758,0.011889814,0.036794562,0.025629163,0.02123724,0.025874838,0.02355281,0.028332481,0.030718314,0.03967151,1.6805981e-05,0.0007689262,5.411001e-05,0.0006756562,0.047104053,0.0053331866,0.0039719357,0.020812212,0.022604356,0.033773318,0.009307144,0.0044582416,0.009947818,0.016874764,0.060453583,0.028088944
8,0.014700477,0.009012349,0.012494837,0.023106636,0.042126756,0.019883366,0.030979853,0.022485273,0.03472325,0.07683152,0.018773565,0.011546207,0.043336153,0.012855536,0.017741855,0.052222457,0.012016765,0.039434783,0.01590479,0.020212516,0.073943526,0.015770707,0.022136375,0.017177511,0.028094752,0.06303226,0.011166791,0.014258793,0.049548946,0.03943232,0.058393046,0.23194681
9,0.040347643,0.0091702435,0.0013411929,0.0029898616,0.022547605,0.033339504,0.017878156,0.031244291,0.00974368,0.0065851156,0.02473858,0.043258566,0.00915311,0.018211648,0.01269049,0.014793387,0.016859852,0.012784774,0.025169265,0.019062607,0.004008665,0.036330987,0.02356904,0.026319914,0.11228505,0.0039810524,0.0011485385,0.0032159712,0.004375937,0.035313435,0.12029462,0.017949415
