,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,467,19,1044,106,32,0,113,608,732,336,1157,58
layer_1,545,387,1,108,77,317,65,439,0,1358,3,1
layer_2,2,0,426,418,0,0,231,5,0,1398,60,54
layer_3,27,32,129,1,10,176,15,0,13,72,2,76
layer_4,65,1474,0,374,26,0,3,0,1202,8,0,0
layer_5,1295,1,5,125,77,333,5,2022,137,99,17,0
layer_6,30,676,467,1352,0,4,84,195,902,0,546,72
layer_7,0,507,596,1703,17,38,2,6,238,1,277,634
layer_8,80,30,94,1250,3,4,1855,631,1068,108,2,94
layer_9,98,62,392,1310,9,43,437,4,950,320,0,81
layer_10,639,7,2,42,271,1741,123,74,7,1462,21,0
layer_11,892,507,0,611,1156,381,27,42,85,442,973,1579
