,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,7,6,6,11,14,15,31,17,19,9,8,33,20,30,12,17
layer_1,2,4,2,2,2,0,4,23,13,7,10,11,9,3,3,9
layer_2,2,18,5,2,6,0,8,20,9,1,3,9,2,1,1,6
layer_3,8,4,20,3,20,12,1,11,3,3,2,0,7,5,12,4
layer_4,5,27,6,5,21,15,66,7,5,15,2,2,3,1,9,9
layer_5,2,9,27,10,9,16,18,6,28,7,14,7,8,7,7,7
layer_6,8,8,1,16,21,11,27,11,9,7,7,7,7,7,7,7
layer_7,5,8,5,26,5,9,12,23,15,7,10,7,6,7,7,7
layer_8,5,4,15,21,7,14,25,10,10,7,7,7,7,7,7,7
layer_9,8,13,8,16,22,10,10,7,8,7,7,7,7,7,7,7
layer_10,8,21,12,13,21,10,21,9,7,13,7,8,7,7,7,7
layer_11,1,21,8,15,17,31,8,11,9,7,7,7,7,7,7,7
layer_12,14,6,11,15,5,11,16,8,7,8,7,8,7,7,7,7
layer_13,10,10,12,18,8,13,11,16,9,7,9,7,7,7,7,7
layer_14,13,6,8,13,9,13,12,8,9,9,7,7,7,7,7,7
layer_15,5,12,12,13,10,7,14,9,9,9,7,8,7,4,7,8
layer_16,13,10,8,9,12,12,6,7,7,8,7,7,7,6,7,7
layer_17,1,14,11,9,8,11,7,18,8,7,7,7,7,7,7,8
layer_18,6,3,5,16,7,7,8,11,8,7,7,7,7,7,8,7
layer_19,4,4,8,11,7,9,6,7,8,7,7,7,7,7,7,7
layer_20,3,11,7,9,8,6,7,9,8,7,7,7,7,7,7,7
layer_21,2,6,10,13,6,10,12,8,8,7,7,7,7,7,15,7
layer_22,5,5,25,9,5,9,9,14,7,7,7,7,2,7,7,9
layer_23,7,2,7,17,8,13,8,8,13,13,11,12,6,6,7,6
