,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,0.06131771,0.054766018,0.05955492,0.088627405,0.06276369,0.13420689,0.16219698,0.112162255,0.12763485,0.23563273,0.05550588,0.27179506,0.2869954,0.31441125,0.03670889,0.2694946
layer_1,0.04207849,0.081740886,0.080445684,0.13304318,0.11688345,0.1683748,0.17741698,0.22523306,0.2221363,0.23022825,0.31602892,0.21621583,0.31188485,0.28642568,0.31777793,0.3133
layer_2,0.0694644,0.09968819,0.10377346,0.12453508,0.18318002,0.16879849,0.2295997,0.2661372,0.20523049,0.13979967,0.23344798,0.259344,0.31397486,0.21456891,0.21215731,0.2357343
layer_3,0.09167671,0.0674563,0.17300616,0.121590994,0.21906339,0.28332758,0.123869464,0.17406908,0.22738296,0.14286923,0.18283743,0.179432,0.21779041,0.21470101,0.25308383,0.17354015
layer_4,0.05250115,0.13014814,0.062299777,0.17529155,0.25335234,0.3002165,0.32872605,0.2945028,0.22036023,0.19564979,0.2937533,0.18241312,0.22090371,0.2124238,0.3115748,0.22592467
layer_5,0.076811865,0.086945325,0.2771366,0.25162902,0.2742447,0.36647385,0.28162435,0.25528547,0.28363913,0.26623482,0.2672188,0.25948942,0.39498702,0.27571228,0.25786656,0.263936
layer_6,0.21595125,0.14739585,0.13366438,0.32213485,0.53702164,0.30065808,0.36601397,0.36536494,0.2603699,0.25918537,0.25750622,0.25896263,0.26710367,0.2379748,0.26092374,0.3204471
layer_7,0.045234878,0.1558193,0.031194858,0.27568063,0.019351372,0.7170044,0.571295,0.35144085,0.4207158,0.28548977,0.27657938,0.28065756,0.26143983,0.26036724,0.25751805,0.25662798
layer_8,0.057701673,0.0133045195,0.15443622,0.4949801,0.5490263,0.49935475,0.29930738,0.30232912,0.33781007,0.27344644,0.257072,0.26471046,0.25755814,0.25756553,0.25814825,0.2580867
layer_9,0.075850494,0.27410805,0.08416102,0.5171224,0.6084891,0.3829183,0.4114564,0.26226312,0.27430972,0.25585577,0.25751805,0.25780445,0.28557035,0.26260096,0.25726926,0.25784725
layer_10,0.27864105,0.32584187,0.4854553,0.904627,0.5205749,0.39373532,0.54306215,0.34456205,0.26667306,0.27269349,0.26122618,0.28164345,0.25832245,0.2575245,0.261072,0.26147807
layer_11,0.11666455,0.29408658,0.41120636,0.6639363,0.260482,0.49240923,0.30393663,0.2713616,0.2623582,0.2582842,0.25931206,0.25747666,0.2574752,0.2579965,0.2604755,0.25752887
layer_12,0.18742017,0.24477659,0.7236111,0.6498229,0.4838857,0.3347212,0.29925582,0.33968553,0.25860977,0.26393425,0.25922942,0.25895512,0.25751597,0.25719237,0.2575186,0.25804663
layer_13,0.16558501,0.30163163,0.5669301,0.5258456,0.2842569,0.27237183,0.25886607,0.26578435,0.275576,0.25938845,0.28759545,0.2576831,0.25739536,0.25776663,0.2802424,0.25751805
layer_14,0.12898685,1.0,0.36495146,0.39730427,0.31330985,0.3830977,0.2711994,0.26703802,0.29194173,0.26071504,0.25752124,0.2575152,0.25807592,0.26001608,0.25843766,0.28239205
layer_15,0.1255179,0.51795626,0.7953778,0.37263167,0.2812212,0.26765937,0.45917004,0.2661598,0.2641269,0.25951666,0.37197182,0.2584976,0.25995994,0.2520802,0.25757614,0.25992396
layer_16,0.0877858,0.17250092,0.3129531,0.38832632,0.29697275,0.6069117,0.26083574,0.26399875,0.2502468,0.25770578,0.25835857,0.25751564,0.25775433,0.2592511,0.25751805,0.25825563
layer_17,0.06994158,0.2106155,0.8619376,0.62855196,0.36960238,0.2816188,0.30115148,0.39356998,0.26800936,0.26057658,0.26826736,0.25991526,0.25764307,0.2588526,0.2575291,0.25774938
layer_18,0.8144512,0.17697386,0.51657695,0.32869154,0.376985,0.2818359,0.2631718,0.256703,0.25972828,0.26122615,0.25766203,0.26302674,0.25752297,0.2580943,0.31658128,0.25751805
layer_19,0.08027095,0.35749096,0.37940213,0.3875358,0.26388392,0.64585775,0.43203193,0.26001063,0.27174062,0.25882784,0.25817093,0.25792685,0.27565596,0.25751245,0.2576408,0.27061155
layer_20,0.08169287,0.14603902,0.3283676,0.26927015,0.4173878,0.3852714,0.30912793,0.30146757,0.26872888,0.25796753,0.2615821,0.25770265,0.26254293,0.24412364,0.25742483,0.2577995
layer_21,0.0669668,0.09230659,0.34165314,0.782886,0.26752192,0.28887573,0.27079538,0.26039302,0.3497395,0.2584165,0.26090097,0.2574432,0.25782138,0.25771254,0.265501,0.27221158
layer_22,0.05879597,0.1188713,0.14278159,0.25006267,0.35925376,0.35378307,0.36640716,0.17479797,0.2569151,0.2503875,0.2578595,0.25745115,0.2401991,0.25766137,0.25770572,0.26726687
layer_23,0.08784634,0.06748342,0.14313166,0.16999348,0.2894516,0.29992256,0.21858793,0.09402589,0.09654439,0.15119639,0.32241264,0.35552004,0.32171538,0.29077289,0.25529543,0.24252489
