,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,40,162,341,686,105,198,80,25,805,5,817,239
layer_1,18,507,5,4,387,43,96,8,4,0,368,0
layer_2,635,390,0,0,30,13,1,20,10,635,15,553
layer_3,0,95,23,430,25,515,28,3,99,1119,755,719
layer_4,71,44,0,0,31,1135,157,160,4,1,133,324
layer_5,907,29,10,17,0,0,176,523,103,849,402,8
layer_6,2,4,38,155,64,593,223,17,2,1017,115,335
layer_7,192,265,119,3,618,86,22,38,27,568,1216,16
layer_8,47,2,33,67,5,273,24,108,23,63,277,197
layer_9,176,451,52,166,125,170,0,368,132,11,129,3
layer_10,27,1,39,3,34,0,147,20,243,0,250,41
layer_11,1,11,119,0,8,12,0,0,7,38,1,1
