,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,13.0,0.0,17.0,0.0,3.0,2.0,4.0,44.0,29.0,2.0,10.0,0.0
layer_1,3.0,2.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0
layer_2,0.0,0.0,68.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
layer_3,33.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
layer_4,0.0,27.0,0.0,73.0,2.0,0.0,0.0,20.0,2.0,0.0,13.0,3.0
layer_5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
layer_6,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,1.0
layer_7,5.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,0.0,0.0,0.0,29.0,6.0,0.0,0.0,44.0,0.0,2.0,8.0
layer_9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
layer_10,2.0,0.0,50.0,3.0,12.0,15.0,1.0,0.0,0.0,4.0,5.0,16.0
layer_11,9.0,41.0,27.0,5.0,7.0,1.0,2.0,0.0,5.0,0.0,5.0,61.0
