,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,51.0,62.0,57.0,186.0,62.0,60.0,81.0,63.0,58.0,114.0,47.0,174.0
layer_1,23.0,35.0,63.0,57.0,181.0,2.0,15.0,1.0,1.0,1.0,85.0,0.0
layer_2,53.0,7.0,0.0,129.0,15.0,11.0,1.0,8.0,2.0,5.0,14.0,9.0
layer_3,68.0,8.0,8.0,0.0,107.0,9.0,18.0,1.0,62.0,165.0,10.0,21.0
layer_4,22.0,3.0,43.0,7.0,69.0,3.0,0.0,1.0,173.0,0.0,1.0,5.0
layer_5,102.0,4.0,137.0,142.0,7.0,1.0,9.0,95.0,40.0,180.0,46.0,6.0
layer_6,40.0,4.0,141.0,142.0,0.0,151.0,35.0,0.0,13.0,45.0,132.0,177.0
layer_7,1.0,147.0,38.0,4.0,6.0,113.0,4.0,90.0,26.0,44.0,41.0,26.0
layer_8,3.0,149.0,53.0,47.0,0.0,5.0,36.0,23.0,23.0,4.0,1.0,22.0
layer_9,1.0,3.0,6.0,25.0,2.0,0.0,34.0,40.0,1.0,64.0,28.0,0.0
layer_10,0.0,0.0,110.0,27.0,1.0,23.0,29.0,10.0,0.0,80.0,9.0,2.0
layer_11,15.0,9.0,0.0,4.0,1.0,0.0,0.0,1.0,158.0,3.0,0.0,31.0
