,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0.584551,0.2112506,0.42989612,0.20225912,0.4321821,0.12319898,0.5036264,0.38175333,0.5800378,0.29641503,0.25185537,0.95717365
layer_1,0.10055746,0.3571273,0.07203624,0.0,0.06435465,0.21251832,0.0,0.2196322,0.012464013,0.008654903,0.024887891,0.08202445
layer_2,0.9224732,0.06897722,0.0,0.0,0.21887983,0.032841932,0.12126943,0.099223204,0.0,0.91015375,0.14835167,0.14100762
layer_3,0.0,0.05976764,0.012409425,0.662498,0.27289352,0.72995985,0.0,0.0,0.08301955,0.66784024,0.27134952,0.338409
layer_4,0.16144869,0.14366138,0.0,0.0,0.123365514,0.6300853,0.0320241,0.05183766,0.021395132,0.0,0.028469237,0.31266794
layer_5,0.52147603,0.0,0.0,0.0173421,0.0,0.0,0.0,0.0,0.0,0.844578,0.3399605,0.0
layer_6,0.0,0.014067085,0.010294182,0.013040802,0.05998922,0.0,0.11394468,0.0,0.0,0.9122994,0.023730189,0.8547551
layer_7,0.1286959,0.02901688,0.26481128,0.0,1.0,0.40888858,0.0,0.0,0.033145368,0.39220014,0.99132985,0.02618511
layer_8,0.012873237,0.0,0.0,0.011804266,0.025236575,0.083037496,0.01490863,0.035639707,0.0,0.10745944,0.04737219,0.0
layer_9,0.0,0.0,0.039033998,0.0,0.0,0.05621213,0.0,0.098054044,0.14328389,0.028697727,0.0,0.0
layer_10,0.03725091,0.0,0.35368267,0.0,0.010180037,0.010268734,0.0,0.0,0.0,0.020108035,0.049404528,0.045549247
layer_11,0.0,0.010746877,0.13584751,0.0,0.0,0.0372382,0.0,0.0,0.40277863,0.16686359,0.0,0.0
