,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,28,0,5,0,1,0,0,20,11,1,15,0
layer_1,1,4,0,3,0,0,2,2,0,17,0,0
layer_2,1,0,10,2,0,0,1,0,0,47,0,0
layer_3,0,3,2,0,0,20,0,0,1,0,0,1
layer_4,0,25,0,16,3,0,0,0,24,0,0,0
layer_5,36,0,1,11,1,10,0,52,2,3,1,0
layer_6,0,30,10,15,0,0,0,1,10,0,19,0
layer_7,0,13,9,59,0,0,0,2,11,0,17,17
layer_8,3,0,3,48,0,0,48,16,35,0,0,3
layer_9,2,0,4,19,5,0,16,2,26,0,0,2
layer_10,26,0,0,1,1,32,2,0,0,39,1,0
layer_11,12,16,0,28,31,8,1,0,1,9,20,36
