,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,55,0,26,0,2,0,57,123,55,42,18,32
layer_1,96,91,84,19,40,33,21,24,20,19,76,0
layer_2,85,21,61,30,41,82,32,53,85,157,74,19
layer_3,19,22,33,18,19,19,49,147,81,20,19,27
layer_4,18,21,19,60,19,21,27,9,43,19,19,40
layer_5,19,19,20,19,21,19,22,19,19,19,19,19
layer_6,29,19,19,19,43,19,19,19,25,19,19,19
layer_7,54,19,19,19,19,19,19,19,19,19,20,19
layer_8,19,19,19,19,19,19,32,21,19,19,19,21
layer_9,19,19,19,27,19,19,19,19,50,19,19,19
layer_10,22,19,19,19,19,19,19,19,19,19,19,19
layer_11,22,19,19,19,19,22,19,19,54,19,19,19
