,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,219.64679,158.13695,266.4019,70.16366,278.23593,276.3382,183.91867,112.64028,262.67615,276.94608,240.98347,264.4221
layer_1,91.47328,65.73839,63.505356,147.60391,98.343,178.20403,90.51464,110.257324,116.47363,36.121456,82.649536,280.67184
layer_2,185.85048,2.4231284,182.52054,33.964832,85.69712,86.56812,81.15208,45.270626,92.06902,39.634693,101.73666,121.8072
layer_3,56.10219,107.27979,65.1616,86.02198,91.974525,65.234924,31.910757,32.767113,87.26293,196.90926,114.66433,84.23246
layer_4,107.24987,64.91666,164.76648,125.429375,64.72894,105.11853,151.23994,19.122383,4.744399,54.016544,189.72125,36.474857
layer_5,97.767365,24.78569,238.9062,108.11951,137.9866,31.456274,28.107643,159.11198,107.0262,73.74619,163.29836,139.65775
layer_6,120.93914,129.4099,14.169006,158.85823,102.22826,152.47354,237.82147,33.939415,128.70557,48.283756,56.020046,30.339306
layer_7,117.40465,25.101675,121.65214,41.082924,159.59898,6.9390903,21.102173,76.892555,116.09947,208.22063,118.125885,26.979795
layer_8,16.143898,24.225487,162.34995,56.11369,7.321068,3.830165,33.74894,100.68851,126.76392,105.57223,124.13587,141.80252
layer_9,25.268814,42.712944,11.8421135,52.553455,40.0205,178.43301,53.740093,13.290345,72.13363,10.698976,51.711258,34.593395
layer_10,15.903283,12.546533,36.845333,17.776497,105.35209,105.648445,64.794365,166.34453,152.41307,33.96925,25.660364,74.84045
layer_11,41.42953,22.223106,18.755564,20.731853,145.84972,27.0161,27.568022,34.27867,34.59451,20.058361,149.38786,35.264214
