,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,230,0,0,7,0,0,0,93,0,107,0,14
layer_1,4,24,12,178,5,1,8,3,1,15,1,0
layer_2,0,4,0,0,0,0,1,4,15,4,0,5
layer_3,0,7,9,0,7,1,0,0,2,0,44,266
layer_4,0,18,6,0,3,0,95,2,0,4,0,0
layer_5,1,55,1,51,375,3,2,84,6,1,1,0
layer_6,0,35,0,213,3,0,9,0,2,44,50,813
layer_7,61,1,32,14,70,165,11,21,64,1,8,422
layer_8,340,45,15,73,167,736,7,456,452,0,36,103
layer_9,0,4,0,356,12,0,4,3,8,0,0,44
layer_10,8,10,417,70,55,264,3,186,13,1,537,104
layer_11,247,20,0,4,200,157,19,281,446,175,230,14
