,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,60,46,52,107,48,56,76,73,174,71,114,147
layer_1,13,5,9,1,8,4,0,20,5,0,12,29
layer_2,102,11,1,0,9,0,24,10,13,102,10,17
layer_3,19,4,5,32,14,82,2,0,15,17,7,52
layer_4,7,3,0,13,9,19,3,0,0,2,5,14
layer_5,21,0,2,0,0,1,0,0,1,94,25,0
layer_6,0,3,0,1,17,3,5,0,0,93,1,100
layer_7,4,1,25,0,88,30,0,0,6,26,39,3
layer_8,0,0,1,0,0,0,2,0,0,29,20,3
layer_9,5,2,7,0,0,19,4,12,14,4,1,1
layer_10,4,1,25,0,6,0,0,1,6,4,8,4
layer_11,0,0,5,0,2,18,0,1,102,6,1,1
