,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,312,531,1038,1814,308,302,264,385,2707,124,1941,1201
layer_1,109,1282,157,17,155,275,48,184,9,12,385,12
layer_2,1801,182,0,4,280,16,11,165,11,1801,166,505
layer_3,2,53,31,2462,248,1475,0,1,74,1564,408,946
layer_4,79,46,0,0,40,2210,39,73,31,18,32,1049
layer_5,2498,5,0,1,3,0,5,1,163,1796,863,5
layer_6,0,1,32,21,104,210,809,0,0,2592,5,1693
layer_7,429,250,973,0,1830,608,8,1,105,2198,3332,58
layer_8,17,1,129,7,0,302,84,141,0,336,104,37
layer_9,34,31,133,33,3,119,0,237,40,85,25,3
layer_10,94,21,557,10,35,32,45,34,90,30,215,97
layer_11,18,46,294,24,70,112,29,87,149,214,38,21
