,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,2,6,20,31,5,5,4,8,13,3,26,14
layer_1,4,22,2,2,22,2,1,1,1,1,7,1
layer_2,24,6,1,1,3,1,1,2,2,24,2,11
layer_3,1,3,2,1,2,26,2,1,6,25,9,15
layer_4,15,1,2,1,6,1,6,23,1,2,16,28
layer_5,10,23,4,5,5,4,24,8,1,31,30,2
layer_6,6,5,6,26,15,24,19,4,3,28,4,27
layer_7,6,4,19,19,30,16,16,19,0,27,30,17
layer_8,12,3,24,12,8,14,19,10,3,3,10,4
layer_9,7,9,3,9,9,8,6,12,1,10,2,1
layer_10,3,2,1,1,2,4,5,1,1,4,1,8
layer_11,1,1,3,3,3,5,1,1,3,4,2,4
