,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,53,0,0,0,0,0,0,524,35,0,0,69,0,718,0,684,839,0,0,0,0,13,0,471,1,0,43,190,641
layer_1,303,0,0,0,0,0,0,7,5,0,5,11,109,31,0,0,0,0,0,0,12,2,0,0,0,0,0,10,0,0,4,69
layer_2,0,1,0,0,1,0,0,0,3,1,1,10,0,0,1,0,5,21,0,0,0,0,12,0,0,0,1,0,0,0,2,0
layer_3,0,0,0,0,0,0,2,27,34,0,0,9,4,3,4,1,0,0,3,0,0,9,0,0,117,52,0,22,0,0,10,10
layer_4,0,15,0,0,27,135,0,0,1,2,13,3,0,0,19,9,5,20,3,0,0,9,0,0,1,0,0,0,72,0,39,0
layer_5,3,319,20,0,0,5,5,165,15,106,0,0,0,240,6,31,0,5,1,3,74,32,13,1,23,0,5,0,10,0,0,1
layer_6,0,10,0,0,0,88,127,32,103,0,4,0,94,105,27,74,0,1,41,0,4,88,0,26,0,0,0,0,18,38,2,85
layer_7,348,116,0,0,1,24,16,41,82,44,23,127,0,5,73,9,0,0,0,3,1,0,0,4,230,86,55,0,0,0,0,14
layer_8,2,21,8,4,8,3,8,0,183,204,2,0,19,44,0,28,0,4,0,0,128,68,0,30,6,10,25,64,153,14,4,170
layer_9,146,71,0,0,2,20,0,10,0,1,26,27,59,1,9,1,2,5,0,15,0,9,0,1,21,0,1,0,2,2,396,68
layer_10,1,4,33,65,28,55,0,493,2,1,27,0,279,89,264,302,50,7,3,283,29,3,14,10,36,4,0,0,51,98,4,115
layer_11,87,0,1,6,0,17,1,45,0,1,7,125,11,1,0,2,6,574,36,5,9,32,16,7,334,1,30,157,176,145,7,23
layer_12,458,237,316,51,31,0,15,1,0,0,0,0,3,94,2,5,8,23,5,50,3,24,1,1,46,54,22,20,0,1,4,448
layer_13,149,176,681,2,361,0,25,2,29,102,75,68,1,344,7,626,50,25,118,12,37,71,100,121,28,47,67,81,0,53,168,371
layer_14,16,106,6,0,0,91,0,0,34,20,8,11,3,1071,18,141,138,0,44,0,201,99,1,20,0,12,151,30,164,176,0,1
layer_15,143,96,42,213,10,12,13,37,60,26,8,3,1,106,159,185,1,2,12,102,31,15,16,0,0,0,0,0,53,43,11,100
layer_16,173,14,25,8,2,16,189,45,54,22,138,11,0,0,36,1,34,75,112,5,7,26,11,426,32,11,135,58,4,3,9,46
layer_17,9,27,1,17,246,195,422,54,0,98,194,226,43,45,144,34,74,52,288,79,336,34,358,101,0,6,5,2,71,22,0,4
layer_18,0,0,52,0,134,616,99,547,138,0,207,3,20,10,198,25,127,192,16,64,50,2,12,0,132,89,81,4,33,0,6,61
layer_19,62,222,48,0,12,56,11,21,18,2,17,2,104,74,4,16,19,5,4,2,1,87,24,1,132,3,23,15,13,243,82,194
layer_20,4,38,11,35,7,4,1,13,10,14,11,180,6,2,7,113,75,12,11,23,0,49,10,1,12,9,55,163,26,2,4,1
layer_21,6,11,0,1,1,20,13,2,8,23,2,5,87,6,30,45,15,7,1,1,145,12,4,3,56,29,10,17,53,153,123,20
layer_22,1,0,3,2,12,5,3,1,5,1,1,0,0,37,19,8,1,0,0,0,137,0,15,1,4,4,0,0,1,9,74,5
layer_23,0,22,249,50,24,606,123,3,0,2,3,0,4,4,0,5,46,42,26,133,71,8,24,59,104,2,70,110,2,2,9,4
layer_24,18,80,18,12,22,12,7,1,127,2,18,2,4,16,14,2,0,0,0,1,4,12,29,386,4,10,2,0,1,0,0,3
layer_25,0,5,2,2,35,1,3,189,1,59,2,2,12,0,2,48,2,0,0,0,0,7,0,103,0,10,1,5,80,5,0,2
layer_26,0,2,0,30,0,1,3,2,2,3,4,4,0,5,7,70,0,0,0,0,50,102,39,43,6,28,3,2,56,24,3,5
layer_27,12,32,198,23,0,3,4,42,0,1,10,14,2,50,24,198,2,5,57,3,155,1,5,579,1,18,7,2,52,27,0,2
layer_28,9,0,3,0,172,1,208,1,273,34,49,10,34,21,85,8,0,1,6,1,23,35,1,0,1,13,6,0,8,15,160,6
layer_29,1,1,34,4,88,36,15,1,0,3,7,0,100,3,6,5,57,35,5,10,95,6,6,4,17,131,7,18,298,34,44,69
layer_30,0,0,4,2,4,0,6,0,3,22,4,7,393,37,24,9,68,10,35,4,1,2,129,60,1,0,3,0,0,43,9,22
layer_31,55,540,183,177,8,0,2,11,87,34,0,0,2,207,5,8,3,9,4,2,7,1,96,2,312,139,33,74,0,1,0,7
