,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,138,137,0,62,71,81,176,362,346,158,140,105
layer_1,125,45,81,39,0,291,233,113,175,139,271,96
layer_2,1,43,115,85,190,8,13,153,129,0,82,188
layer_3,68,88,148,200,158,0,94,13,60,22,100,20
layer_4,116,63,63,47,127,132,160,27,105,103,160,1
layer_5,39,19,3,179,109,93,57,3,35,2,17,78
layer_6,45,26,63,9,85,23,0,61,115,62,68,11
layer_7,85,10,5,19,25,35,18,1,17,68,71,5
layer_8,25,128,10,86,111,29,43,124,53,64,136,50
layer_9,28,95,58,67,33,94,97,33,83,80,101,109
layer_10,39,46,37,149,49,67,15,81,57,34,25,130
layer_11,56,112,78,7,67,110,104,105,79,142,26,109
