,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,46,57,5,4,37,7,23,63,424,36,261,150
layer_1,57,126,15,59,3,409,266,26,83,79,45,21
layer_2,5,9,64,50,90,14,1,19,51,1,45,205
layer_3,6,31,74,236,55,1,61,5,5,40,64,6
layer_4,45,63,32,2,39,158,15,18,132,65,10,19
layer_5,85,10,3,4,56,12,10,3,45,45,11,150
layer_6,22,21,21,8,17,17,13,66,58,6,2,8
layer_7,21,8,16,4,13,31,13,0,15,3,88,11
layer_8,21,51,4,13,28,26,35,48,8,69,44,11
layer_9,8,47,40,8,17,46,56,6,19,49,79,56
layer_10,11,8,14,70,17,27,3,35,17,14,9,57
layer_11,32,47,30,7,34,60,43,65,12,54,24,52
