,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,27.410349,14.956188,191.29623,16.12369,1.7298145,4.677664,169.63048,103.20332,39.39181,28.456593,43.700783,61.624134,16.127775,33.516132,98.46419,2.5227976
layer_1,26.347456,5.9078054,4.278851,2.6076055,1.6856571,17.028063,13.790914,59.694405,4.6518946,4.985137,2.7369232,15.739395,3.6290197,9.69502,19.989077,2.8078709
layer_2,10.246839,24.855791,22.92271,26.164944,8.1087475,37.76125,232.35164,4.221427,3.3867853,10.699582,2.2897213,7.5765157,15.959716,16.832972,9.519135,4.2290864
layer_3,13.087496,44.88749,20.651731,9.655427,49.8886,81.097466,4.784339,1.6082785,2.149415,9.113545,5.4304256,46.969933,7.7415,30.78372,216.39462,9.318936
layer_4,86.528015,2.9354534,84.11901,7.548563,3.6661618,10.821187,7.4048967,23.706358,102.49692,5.9666862,25.300894,37.492893,2.724538,11.076492,6.8794856,17.467993
layer_5,1.2111045,0.6525031,3.5224118,86.209274,147.8251,7.5788345,52.65576,0.025237117,17.401613,8.549901,3.1415663,3.1271958,5.590007,4.0396347,20.894608,0.340793
layer_6,16.475876,0.28776887,5.4742637,7.217987,19.6636,78.75722,28.841164,4.6921244,15.466186,70.40375,11.901686,63.657436,18.694569,9.494365,52.680706,171.023
layer_7,0.043615773,0.24769053,9.2535,50.305447,14.799821,218.80486,7.001069,6.610438,134.3732,8.971074,0.023645595,0.042961173,1.3358247,27.238821,21.18657,28.545189
layer_8,118.29307,6.7920446,9.827322,56.589935,19.628778,8.325934,3.7751641,32.577644,21.75713,9.271016,4.475828,7.181843,25.281754,10.201261,7.5990167,7.683934
layer_9,25.8961,28.97763,1.2411602,0.068162,19.815813,1.7755678,15.385306,18.742184,2.001951,4.17618,9.738959,42.31549,12.524476,23.346163,7.570778,1.7468779
layer_10,13.980991,31.996695,32.05186,9.78258,230.59335,53.19954,16.015934,15.766214,41.653435,30.104895,38.185284,30.217165,33.9022,2.4740524,23.48516,18.137121
layer_11,49.173965,20.741335,1.2218453,4.9549427,91.105835,2.282025,38.023006,80.30943,45.47668,14.807296,21.105457,4.193774,2.4790187,135.0632,8.402922,7.11004
layer_12,10.029487,32.244358,21.584215,62.37804,119.83001,36.998245,5.8716817,1.8361852,1.3980691,5.433872,0.31798238,7.0274143,43.04258,9.323637,4.2891393,0.5250571
layer_13,19.258972,34.581745,4.269744,29.751091,0.03349482,0.29503486,0.9335268,0.004793659,68.27397,9.074774,18.396149,8.810086,11.776421,11.248878,107.71739,3.9414337
layer_14,22.950216,19.882225,23.232134,4.1941366,64.433105,24.875858,24.985937,72.06951,9.870056,14.027012,107.37592,100.55543,2.2753043,3.7199292,16.419865,30.724655
layer_15,106.360794,95.77873,6.87312,0.29135215,20.017756,24.397812,115.90178,39.453846,22.819511,25.615614,0.9080317,17.336334,44.16344,3.2206151,44.130936,2.2327144
layer_16,126.78483,55.407604,21.064268,14.848163,65.21222,50.828735,10.005245,26.923187,10.131451,78.28426,7.475819,23.610744,2.2312038,3.0173512,16.959423,1.4328766
layer_17,4.02986,18.203922,39.822613,31.294224,1.9756515,0.97709125,28.879786,37.628174,3.136467,1.9270262,18.695028,10.586683,16.699408,3.7379992,26.60402,29.636715
layer_18,19.809038,11.911436,9.831513,15.478645,5.61301,8.163836,22.687988,36.75444,9.3027315,30.211452,4.580723,90.735435,37.793575,8.010853,21.656382,23.500883
layer_19,20.643883,31.304815,23.189962,72.15848,46.242207,43.479427,11.127444,30.037146,13.292254,15.972075,2.279765,0.20289694,3.4178662,63.754066,38.609177,17.31608
layer_20,134.65349,68.55622,28.993792,27.3899,11.042643,14.84685,26.756392,20.905933,16.658882,14.615823,33.02184,25.858185,25.655252,29.264757,17.571554,46.01522
