,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,32.273712,0.80408627,28.654282,2.6189137,16.667084,0.7982281,34.39211,44.272827,30.333635,30.491814,21.743492,29.631012
layer_1,39.869083,36.215588,33.85536,24.841438,31.38341,24.215757,23.068884,28.610933,26.174088,24.11056,36.20842,3.2393568
layer_2,36.23827,23.124456,43.817356,38.459465,34.622265,41.806015,24.716742,33.805386,35.34807,58.30922,37.278538,25.748793
layer_3,14.734596,29.14277,34.5915,28.395878,19.916992,22.16809,44.82704,57.481853,34.359146,29.795574,24.956831,35.04908
layer_4,23.648726,29.152195,19.293926,40.72068,17.851215,26.156736,33.56024,21.687073,24.986246,24.311213,17.515076,46.954395
layer_5,19.361864,16.366661,29.13945,25.701399,25.66917,17.034943,23.366213,19.16794,19.374409,19.488306,21.191261,18.910002
layer_6,33.80126,18.977962,18.675043,21.005272,32.105183,23.33441,19.094614,23.556639,35.345726,16.798206,19.534424,23.352253
layer_7,35.355877,17.714643,16.543322,20.16637,23.767647,22.960194,19.050203,18.477417,22.689854,18.248148,17.200867,17.35269
layer_8,18.322342,17.19537,18.627361,17.197145,16.816015,23.930798,25.856283,25.073723,17.535578,17.539953,20.499855,26.301325
layer_9,18.657984,16.000643,17.539953,29.283413,17.132364,17.3817,17.182026,18.752445,32.411415,16.720856,18.17931,16.528309
layer_10,20.551674,19.047749,17.666609,16.9017,18.456272,21.928753,17.330713,18.446285,16.592999,26.075628,18.525509,18.120548
layer_11,22.572527,18.766193,18.620134,21.118816,20.682722,23.812939,20.139252,19.244595,34.883602,18.435493,20.084341,19.840456
