,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,15.58488,0.23922133,14.664305,1.3274357,6.8055186,0.54373455,16.537027,16.860987,13.804641,15.278692,11.153197,13.631156
layer_1,15.833939,15.296083,15.002379,12.660754,15.129802,13.216745,12.561519,14.9026985,13.6583185,13.710177,15.291143,1.7744179
layer_2,15.698759,12.453927,16.181734,15.729605,13.811276,16.843855,12.019852,14.421261,16.578238,22.863943,16.633827,13.551957
layer_3,10.257849,13.14462,14.584078,10.344859,12.345467,12.930988,14.60111,21.099407,15.11654,14.013638,12.387142,14.261636
layer_4,12.235736,11.9362335,11.537207,18.687796,11.478869,13.579116,16.331495,9.929888,14.095708,13.685874,11.336154,16.02127
layer_5,11.7914715,10.995317,14.4133835,13.462476,13.670805,11.084884,12.394328,11.384954,11.370939,12.040721,11.856209,11.282835
layer_6,15.191315,11.037602,11.685858,12.115354,14.99856,13.638851,11.562297,13.568486,13.788345,11.018423,12.219717,12.094719
layer_7,16.016367,11.201595,11.017148,12.166405,12.117138,12.1444645,11.579781,11.196593,13.332924,11.252038,11.172332,11.250585
layer_8,11.080687,11.156319,11.328532,11.276515,11.087516,12.318461,13.887162,12.928904,11.135341,11.168668,12.499924,14.36039
layer_9,11.243863,10.963997,11.352543,12.891716,11.232011,11.180441,11.255568,11.397796,16.90917,11.165683,11.346552,10.906056
layer_10,12.358113,12.062369,11.606005,10.991863,11.575435,11.46851,11.504669,12.02524,11.489098,14.018011,12.000997,11.504567
layer_11,11.912616,11.641527,11.745829,11.517974,11.943632,13.925683,12.243763,11.848246,14.628255,11.8658,11.513096,11.962905
