,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,163.26366,8.237947,152.48949,7.1227617,47.69809,8.069583,175.6382,114.49645,146.65088,164.17697,121.19532,150.09532
layer_1,110.7419,117.93752,143.68686,113.42609,144.57796,133.28717,126.4698,152.72939,129.2536,119.223694,169.69743,20.539724
layer_2,94.574104,110.730194,47.69143,67.49566,77.289246,95.27147,94.699165,136.68764,99.23616,150.73877,157.56633,107.769424
layer_3,68.60742,101.54614,33.679955,44.661278,98.79514,111.789375,70.45466,101.219925,72.51458,88.54525,91.31809,105.91445
layer_4,70.21773,98.56992,90.4132,105.833984,80.03529,86.76019,125.04265,65.655685,117.68525,100.70766,83.0829,10.577279
layer_5,95.99956,71.61683,89.49309,111.49237,89.08189,77.45874,48.633915,76.226204,86.84251,91.87556,86.78218,85.14477
layer_6,95.644035,76.81193,84.59409,90.395836,154.77881,98.74605,87.79861,103.432365,57.192863,73.51389,91.39148,87.20567
layer_7,62.737564,81.06607,72.60065,84.14669,83.28145,97.64575,88.56493,82.48003,77.80445,77.68289,78.04132,82.23647
layer_8,82.85667,80.954216,84.820206,79.87906,73.246376,89.70868,134.0817,72.814445,81.68333,77.58498,96.750755,122.63147
layer_9,79.49262,72.51151,82.41566,87.51611,77.67543,78.74589,77.42846,85.06543,165.03471,77.209694,79.19078,75.60637
layer_10,94.20677,91.318085,80.4281,77.02337,83.77261,95.409836,81.29606,91.345314,74.00612,97.76891,85.44783,85.07486
layer_11,112.39868,85.80255,84.88126,97.00086,95.87803,127.39858,95.665016,87.21148,169.86119,90.14574,85.70411,93.9945
