,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,11.343186,8.431315,17.65767,3.1413527,9.32395,9.816883,9.197736,5.1127105,14.444274,13.067448,8.644876,9.258693
layer_1,4.225515,2.6529574,1.3106705,4.4220424,2.538355,9.43418,3.365673,2.7916903,6.842373,2.3930793,3.512232,15.336117
layer_2,11.444947,0.5151987,11.438011,1.3781717,4.3822336,4.5751314,4.699567,2.778594,4.479121,2.1395328,3.9362264,3.6970103
layer_3,3.285388,5.900115,0.9846846,6.4051223,5.4878263,4.164932,1.2707782,1.5909925,4.0125403,3.5851223,2.690437,3.2008927
layer_4,6.1185284,2.379121,8.60633,2.5463312,3.3440468,6.9481936,9.1976,0.99129534,0.30618215,1.9335378,12.386826,1.7532958
layer_5,3.159416,1.1002285,13.587733,8.128614,4.5570536,1.0090349,2.1415203,4.3616877,9.175544,3.4774897,7.387892,6.389548
layer_6,8.356312,4.031645,1.0218025,2.4660373,5.60067,17.717718,12.706035,2.105049,1.5414885,4.071207,1.7273529,1.495418
layer_7,8.558882,0.99712133,5.991822,1.1343989,9.906108,0.35721362,1.2880514,4.999051,9.285127,10.762017,3.5126238,1.1735965
layer_8,1.5404111,0.54443485,7.575345,0.5169452,0.8251566,0.27183622,1.3451289,2.8248978,10.119046,4.815614,2.1320343,5.787908
layer_9,1.1828831,0.6711864,1.1065098,2.018471,0.8798636,19.678556,0.9636419,1.97513,2.2665603,1.0760026,1.1502258,1.9270837
layer_10,0.41798773,2.2967916,0.889076,0.9080255,4.08837,8.929457,1.272179,9.478162,3.9446082,6.4181294,0.92296475,2.7975433
layer_11,0.82847327,0.73092616,0.68480647,1.4660866,8.561134,0.6992925,0.5087745,0.6025037,1.2493967,0.9658889,4.132174,0.9178044
