,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,34.0,10.0,361.0,6.0,593.0,41.0,16.0,18.0,41.0,33.0,75.0,20.0,34.0,25.0,81.0,259.0,18.0,104.0,32.0,54.0,8.0,85.0,35.0,58.0
layer_1,59.0,96.0,2.0,1.0,156.0,4.0,85.0,12.0,172.0,49.0,8.0,186.0,37.0,33.0,38.0,77.0,121.0,55.0,73.0,39.0,25.0,3.0,13.0,38.0
layer_2,55.0,16.0,2.0,0.0,15.0,0.0,53.0,0.0,0.0,6.0,7.0,2.0,4.0,37.0,0.0,1.0,9.0,28.0,4.0,5.0,25.0,10.0,0.0,52.0
layer_3,14.0,1.0,0.0,35.0,1.0,23.0,4.0,32.0,9.0,31.0,0.0,9.0,0.0,1.0,1.0,5.0,48.0,10.0,0.0,0.0,0.0,9.0,0.0,18.0
layer_4,0.0,3.0,6.0,6.0,68.0,39.0,3.0,5.0,0.0,14.0,0.0,61.0,0.0,4.0,7.0,0.0,15.0,0.0,39.0,15.0,371.0,12.0,24.0,0.0
layer_5,6.0,7.0,2.0,4.0,33.0,88.0,1.0,9.0,2.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,7.0,22.0,6.0,0.0,5.0,20.0,27.0
layer_6,68.0,6.0,15.0,34.0,0.0,0.0,1.0,14.0,122.0,0.0,19.0,0.0,0.0,8.0,18.0,0.0,0.0,2.0,10.0,36.0,13.0,5.0,21.0,0.0
layer_7,415.0,2.0,2.0,1.0,2.0,4.0,13.0,1.0,0.0,1.0,3.0,105.0,3.0,4.0,5.0,1.0,24.0,6.0,0.0,0.0,4.0,11.0,14.0,15.0
layer_8,4.0,2.0,0.0,0.0,3.0,0.0,8.0,18.0,15.0,6.0,65.0,0.0,10.0,7.0,0.0,0.0,0.0,1.0,10.0,3.0,2.0,4.0,27.0,1.0
layer_9,1.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,14.0,1.0,10.0,1.0,25.0,10.0,3.0,45.0
layer_10,0.0,10.0,47.0,12.0,2.0,0.0,0.0,4.0,5.0,14.0,0.0,0.0,0.0,9.0,1.0,4.0,6.0,1.0,4.0,0.0,2.0,0.0,8.0,2.0
layer_11,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0
layer_12,12.0,10.0,3.0,4.0,1.0,5.0,5.0,8.0,7.0,7.0,1.0,6.0,1.0,10.0,13.0,11.0,12.0,12.0,14.0,5.0,10.0,1.0,9.0,13.0
layer_13,110.0,79.0,14.0,36.0,192.0,15.0,39.0,12.0,98.0,10.0,7.0,163.0,82.0,46.0,69.0,20.0,96.0,59.0,31.0,33.0,11.0,7.0,75.0,35.0
layer_14,27.0,8.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,8.0,4.0,3.0,0.0,1.0,1.0,0.0,7.0,24.0,3.0,3.0,5.0,14.0,0.0,2.0
layer_15,7.0,0.0,1.0,179.0,7.0,4.0,1.0,2.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,11.0,13.0,3.0,2.0,0.0,3.0,10.0,0.0,8.0
layer_16,0.0,1.0,0.0,1.0,34.0,23.0,3.0,1.0,0.0,15.0,0.0,31.0,0.0,2.0,4.0,0.0,1.0,0.0,9.0,11.0,321.0,4.0,11.0,0.0
layer_17,2.0,5.0,0.0,8.0,4.0,40.0,0.0,15.0,12.0,8.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,8.0,16.0,8.0,0.0,10.0,21.0,20.0
layer_18,30.0,12.0,9.0,13.0,0.0,0.0,6.0,10.0,163.0,0.0,10.0,3.0,4.0,3.0,39.0,1.0,1.0,1.0,2.0,14.0,28.0,26.0,9.0,0.0
layer_19,309.0,0.0,2.0,8.0,3.0,0.0,11.0,1.0,0.0,0.0,3.0,99.0,15.0,8.0,3.0,5.0,6.0,0.0,2.0,0.0,2.0,0.0,26.0,11.0
layer_20,1.0,9.0,0.0,3.0,16.0,9.0,10.0,1.0,7.0,2.0,36.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,10.0,4.0,0.0
layer_21,1.0,0.0,9.0,0.0,0.0,4.0,0.0,5.0,12.0,2.0,0.0,0.0,7.0,1.0,8.0,0.0,22.0,13.0,6.0,0.0,1.0,10.0,1.0,27.0
layer_22,8.0,36.0,10.0,47.0,17.0,3.0,0.0,3.0,28.0,28.0,36.0,20.0,5.0,18.0,0.0,5.0,31.0,18.0,23.0,2.0,75.0,5.0,22.0,37.0
layer_23,158.0,172.0,228.0,108.0,147.0,177.0,76.0,84.0,126.0,193.0,20.0,1.0,222.0,77.0,103.0,178.0,80.0,214.0,8.0,58.0,3.0,44.0,95.0,215.0
