,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,162,62,263,111,31,4,175,137,113,134,9,25,12,243,385,1
layer_1,1,0,3,16,133,20,4,32,31,6,1,16,0,6,51,1
layer_2,13,14,27,14,37,109,101,41,70,37,35,13,118,67,95,28
layer_3,3,20,0,10,15,118,0,45,99,16,5,135,69,34,248,7
layer_4,246,25,104,2,3,52,38,9,13,4,29,5,0,4,85,21
layer_5,0,55,2,43,275,29,23,7,0,43,0,31,9,23,87,184
layer_6,159,49,57,10,12,253,22,21,34,21,2,123,61,4,48,195
layer_7,0,4,33,51,125,26,8,232,22,16,7,0,229,13,19,21
layer_8,137,0,52,14,7,0,94,25,93,12,15,12,35,9,0,3
layer_9,142,12,19,0,12,3,67,12,1,6,8,53,16,92,6,0
layer_10,5,7,132,7,276,340,24,142,57,50,55,21,11,8,38,42
layer_11,9,34,1,228,312,41,67,74,154,16,11,4,5,107,13,7
layer_12,27,34,55,229,197,61,99,0,0,85,24,10,165,7,0,101
layer_13,15,22,344,37,0,41,64,0,46,40,27,11,2,2,330,6
layer_14,36,44,29,58,126,18,40,70,43,18,129,230,2,22,4,98
layer_15,148,223,2,4,50,65,345,308,82,114,2,70,304,84,194,118
layer_16,306,218,15,326,110,40,13,59,9,225,127,37,0,3,147,9
layer_17,0,38,153,41,0,2,113,54,1,2,28,5,27,55,15,95
layer_18,1,19,22,51,8,15,35,107,6,146,7,298,157,66,60,98
layer_19,20,64,58,161,125,126,119,174,30,6,3,8,18,216,67,25
layer_20,282,373,134,109,7,7,32,57,133,31,34,15,38,44,24,144
layer_21,133,2,18,36,20,51,12,51,82,8,84,59,34,40,77,259
layer_22,26,101,230,232,2,27,84,3,117,382,23,30,169,148,318,238
layer_23,14,3,5,3,161,10,107,141,0,30,71,66,59,43,55,10
layer_24,2,1,319,268,192,258,61,162,1,3,1,53,0,0,29,95
layer_25,18,24,5,53,163,135,8,43,34,104,28,2,0,1,43,51
layer_26,23,3,31,42,14,27,191,20,8,210,31,9,1,42,33,80
layer_27,78,0,209,27,73,2,20,107,28,115,0,2,35,0,3,68
layer_28,33,11,1,0,7,3,3,93,0,0,3,1,1,0,0,0
layer_29,9,1,1,0,0,52,15,2,0,4,16,49,77,1,3,13
layer_30,4,1,12,0,1,0,91,0,1,6,4,12,0,0,9,26
layer_31,27,14,4,45,2,66,0,1,10,2,78,16,4,1,8,1
layer_32,5,9,0,2,2,2,3,3,22,1,20,32,0,0,0,2
layer_33,0,0,0,0,83,2,2,14,4,15,1,0,0,4,0,0
layer_34,10,1,0,3,1,10,1,2,4,15,18,0,0,1,2,0
layer_35,0,0,2,2,0,0,1,0,1,0,4,8,1,0,0,0
layer_36,2,4,9,0,0,13,0,0,4,1,38,0,0,0,45,2
layer_37,0,0,4,1,17,16,0,0,0,39,2,0,4,0,1,0
layer_38,2,60,0,1,35,69,0,1,0,14,1,4,2,1,55,0
layer_39,29,1,47,0,4,0,1,48,0,1,1,28,0,55,1,0
layer_40,0,0,0,72,0,0,43,0,0,0,36,0,0,0,0,1
layer_41,57,24,0,0,0,0,5,1,0,0,30,0,0,0,0,0
